store,network,sales_2025,share,cum_share
NATURAL DA TERRA NHAMBI SP,NATURAL DA TERRA,21382.090000000022,0.0008549023060483642,0.9667855115541343
PA PAMPLONA 1226,GPA,21063.579999999976,0.0008421675858456383,0.9676276791399799
TUDO DE BOM HOLAMBRA,TUDO DE BOM,21059.339999999982,0.0008419980614550086,0.968469677201435
CAETANO 03 VINHEDO,CAETANO,20343.539999999986,0.0008133788258859218,0.9692830560273209
HIROTA SP VILA MONUMENTO 04,HIROTA,20102.710000000017,0.0008037499204624763,0.9700868059477834
DB MANAUS 12,DB,19674.87999999994,0.0007866443496975633,0.970873450297481
SAMS CLUB PIRACICABA,BIG,19463.58,0.0007781961176833885,0.9716516464151643
SAN MICHEL POCOS DE CALDAS 09,SAN MICHEL,18334.910000000105,0.0007330694445767129,0.9723847158597411
HIROTA SANTA CECILIA 06 SP,HIROTA,18102.77000000005,0.0007237879841897202,0.9731085038439308
VAREJAO PASSARINHO SAO CARLOS,VAREJAO PASSARINHO,18086.300000000007,0.0007231294778893233,0.9738316333218201
BIG ARARAS,BIG,18044.089999999982,0.0007214418305948668,0.974553075152415
PA SJRP CENTRO 2402,GPA,17707.760000000017,0.0007079946281654871,0.9752610697805805
PA SOROCABA 0014,GPA,17462.770000000022,0.0006981993969248187,0.9759592691775053
BIGLAR MT,BIGLAR,16731.619999999995,0.000668966435083049,0.9766282356125884
HIROTA TATUAPE 15 SP,HIROTA,16577.040000000066,0.0006627859916152265,0.9772910216042036
MAMBO PETIT ALPHAVILLE,MAMBO,16286.189999999953,0.0006511571781683528,0.9779421787823719
HIROTA PARAISO 08 SP,HIROTA,16067.370000000032,0.000642408280253816,0.9785845870626257
HIROTA PINHEIROS 12 SP,HIROTA,15051.55000000003,0.000601793594760955,0.9791863806573867
PAGUE MENOS AMERICANA LJ 03,PAGUE MENOS,14780.880000000006,0.0005909716214562813,0.979777352278843
SUPERMERCADO JAGUARE SP,SUP. JAGUARE,14751.440000000002,0.0005897945464420957,0.9803671468252851
PA TAUBATE 2333,GPA,14732.880000000048,0.0005890524774114155,0.9809561993026965
MAMBO PERDIZES SP,MAMBO,14416.779999999968,0.0005764141142326076,0.9815326134169291
ABELHA GULOSA PADARIA,ABELHA GULOSA,14097.539999999983,0.0005636502070475351,0.9820962636239766
PAGUE MENOS MIRANDOP,PAGUE MENOS,14054.179999999995,0.0005619165802603386,0.982658180204237
HIROTA SAO CAETANO 14 SP,HIROTA,13838.760000000022,0.0005533036217156446,0.9832114838259527
SEMPRE VALE LIMEIRA 21,SEMPRE VALE,13613.219999999923,0.0005442860436348193,0.9837557698695875
KUSHI 02,VAREJO,13102.719999999992,0.0005238751470743039,0.9842796450166618
HORTIFRUTI PIRASSUNUNGA,H.PIRASSUNUNGA,12824.429999999997,0.0005127485096525087,0.9847923935263143
HIROTA SAO BERNARDO 16 SP,HIROTA,12811.400000000018,0.0005122275420086632,0.985304621068323
PADARIA CPS PIRACAM,PADARIA PIRACAM,12741.049999999983,0.0005094147965179029,0.9858140358648408
CASA DE CARNES ST. MARIA JAGUA,C.C ST MARIA,12538.750000000007,0.0005013264040121392,0.986315362268853
PAGUE MENOS INDAIATUBA LJ11,PAGUE MENOS,12083.839999999993,0.0004831381161485827,0.9867985003850015
PA VILA MONUMENTO 2074,GPA,11499.400000000014,0.0004597709381156174,0.9872582713231172
MINUTO PAO CPS ALPHAVILLE 5409,GPA,11245.760000000028,0.0004496298611251971,0.9877079011842423
PAGUE MENOS NOVA ODESSA LJ 04,PAGUE MENOS,10889.240000000005,0.00043537541873194267,0.9881432766029743
SUPERMERCADO REMAFRA HOLAMBRA,REMAFRA,10690.789999999985,0.00042744095757144267,0.9885707175605457
SUPER SAUDAVEL EIRELI SP,MAMBO,10260.969999999992,0.00041025582229300636,0.9889809733828387
PA LORENA 1278,GPA,10066.260000000011,0.0004024708944393372,0.9893834442772781
EXTRA ARARAQUARA 1349,GPA,9996.190000000048,0.0003996693439555081,0.9897831136212336
VAREJAO PASSARINHO ARA VILA,VAREJAO PASSARINHO,9871.440000000015,0.0003946815685472313,0.9901777951897809
MUSEU DA GULA RP,MUSEU DA GULA,9663.979999999996,0.0003863868680566427,0.9905641820578375
MINUTO PAO RIO GRANDE 2088,GPA,9606.14000000001,0.0003840742994825779,0.9909482563573201
PAGUE MENOS ARTUR NOGUEIRA  L,PAGUE MENOS,9573.50999999999,0.00038276968135374315,0.9913310260386738
NATURAL DA TERRA SP TUIM,NATURAL DA TERRA,9245.640000000009,0.0003696607280622707,0.9917006867667361
STEAK PARK CASA DE CARNES CPS,STEAK PARK,8748.300000000005,0.0003497759968273869,0.9920504627635635
VARANDA SP JARDINS,VARANDA,8295.650000000009,0.0003316780686626103,0.9923821408322261
PAGUE MENOS AMERICANA LJ 07,PAGUE MENOS,8161.979999999999,0.00032633365231932984,0.9927084744845455
EMPORIO TARTUFO RP,EMP. TARTUFO,8132.070000000012,0.0003251377856863723,0.9930336122702318
PAGUE MENOS SALTO LJ 29,PAGUE MENOS,8075.2899999999945,0.0003228675982099637,0.9933564798684418
HORTIFRUTI RP MIRANTE,VAREJO,7826.9900000000025,0.00031294002599453475,0.9936694198944364
EMPORIO TARTUFO CPS,EMP. TARTUFO,7497.70000000001,0.00029977429802506783,0.9939691941924614
ST MARCHE PORTAL 35 SP,ST MARCHE,7485.6200000000035,0.0002992913134404426,0.9942684855059019
EMPORIO HIGIENOPOLIS SP,EMP. HIGIENOPOLIS,7441.710000000002,0.00029753569646106474,0.9945660212023629
PA ANALIA FRANCO SP 0004,GPA,6912.300000000004,0.00027636873711120403,0.9948423899394742
PADARIA PAO DO CAMBUI,PAD. PAO CAMBUI,6649.940000000003,0.00026587901561929894,0.9951082689550934
PA SP TATUAPE 1289,GPA,6197.5099999999975,0.00024778988353139426,0.9953560588386248
VARANDA SP OLIMPIA,VARANDA,5981.520000000008,0.00023915413515116684,0.995595212973776
SPASSO SABORES JAGUARIUNA,CUBATAO,5742.420000000005,0.00022959439887767035,0.9958248073726537
ST MARCHE SP ANALIA FRANCO 21,ST MARCHE,5615.260000000006,0.00022451026644547552,0.9960493176390991
MINUTO PAO MORUMBI 5405,GPA,5487.910000000011,0.00021941853740143656,0.9962687361765006
EMPORIO AUROK CPS JOSE BONIF,EMP. AUROK,5408.3300000000045,0.00021623675650371635,0.9964849729330043
HIROTA IPIRANGA 01 SP,HIROTA,5238.920000000006,0.0002094633774903621,0.9966944363104947
HORTIFRUT CPS PROENCA,VAREJO,5189.319999999999,0.00020748026197733204,0.9969019165724721
NATURAL DA TERRA PARAISO,NATURAL DA TERRA,4588.360000000002,0.0001834525785355908,0.9970853691510076
MAMBO SP CARAPICUIBA,MAMBO,4543.7800000000025,0.00018167017350392007,0.9972670393245116
GUARANI  AMPARO,GUARANI,4346.980000000001,0.00017380168291996319,0.9974408410074315
CENOURAO RP BONFIM 06,CENOURAO,4057.7099999999987,0.00016223604129790415,0.9976030770487294
EMPORIO QUINTAS DO MORUMBI,QUINTAS DO MORUMBI,3954.0100000000016,0.00015808989051763837,0.9977611669392471
OBA SP TEODORO SAMPAIO,OBA,3615.7900000000013,0.0001445671217914906,0.9979057340610386
GIGA SP BARUERI,MAMBO,3526.2,0.0001409851193960805,0.9980467191804346
ACADEMIA JD CANADA RP,VAREJO,3355.9800000000014,0.00013417935482696908,0.9981808985352616
EXTRA CPS AMOREIRAS 1311,GPA,3054.98000000001,0.000122144722378946,0.9983030432576405
EMPORIO INDAIATUBA,VAREJO,2826.6799999999994,0.00011301679351554441,0.998416060051156
SPASSO SABORES VALINHOS LJ10,CUBATAO,2716.8799999999987,0.00010862675151290993,0.9985246868026689
VILA DAS FRUTAS SP BOSQUE,VILA DAS FRUTAS,2609.5799999999995,0.00010433666492927901,0.9986290234675982
VAREJAO PASSARINHO AMERICO,VAREJAO PASSARINHO,2586.719999999999,0.00010342267257791083,0.9987324461401761
CUBATAO ITAPIRA 01,CUBATAO,2393.0600000000004,9.567972600022247e-05,0.9988281258661763
EXTRA SOROCABA 1346,GPA,2011.6299999999987,8.042932781201782e-05,0.9989085551939884
DELTA PIRACICABA JD CAXAMBU,DELTA,1979.4199999999996,7.914150219357654e-05,0.9989876966961819
SANTA FE CAMPO LIMPO PAULISTA,VAREJO,1954.7300000000014,7.815434247549788e-05,0.9990658510386574
DB MANAUS 03,DB,1942.3100000000004,7.765776395388837e-05,0.9991435088026113
JAU SERVE RP IPIRANGA LJ 36,JAU SERV,1673.3999999999996,6.690615926419405e-05,0.9992104149618755
HORTIFRUTI CASTELO CPS,VAREJO,1663.9599999999994,6.652872760203675e-05,0.9992769436894775
LAVAPES MOGI MIRIM VILA,CUBATAO,1653.62,6.611531198903823e-05,0.9993430590014666
CENOURAO SERTAOZINHO 05,CENOURAO,1650.62,6.5995365486234e-05,0.9994090543669528
MINUTO PAO HIGIENOPOLIS SP5402,GPA,1580.3400000000006,6.318541874720717e-05,0.9994722397857
PA OURINHOS 2484,GPA,1371.1100000000001,5.481994981996482e-05,0.9995270597355199
MINUTO PAO ARAPANES 5432,GPA,1239.610000000001,4.9562294780379865e-05,0.9995766220303003
PALATO FAROL,PALATO,1233.6199999999997,4.932280159644739e-05,0.9996259448318967
PA BAURU JD ESTORIL 2449,GPA,1091.5200000000002,4.364133558028751e-05,0.999669586167477
PA BAURU ARAUJO LEITE 2450,GPA,1091.5100000000002,4.3640935758611496e-05,0.9997132271032356
HORTIFRUTI SP VIVA,VAREJO,1010.01,4.0382389099096836e-05,0.9997536094923347
PA BOTUCATU 2481,GPA,959.4700000000001,3.8361690348521743e-05,0.9997919711826833
BOA JUNDIAI 09,BOA,896.8600000000002,3.585840683499767e-05,0.9998278295895182
HORTIFACIL EIRELI SP,VAREJO,760.6799999999997,3.0413635251038077e-05,0.9998582432247692
HORTIFRUT SAO PAULO,H.FARTURA,730.0100000000001,2.9187382170702948e-05,0.99988743060694
MINUTO PAO MORUMBI 2124 JD AMP,GPA,653.04,2.6109954730422663e-05,0.9999135405616704
D ELISA CPS EMPORIO E BISTRO,VAREJO,633.5799999999999,2.5331901748899288e-05,0.9999388724634193
PA MARILIA 2474,GPA,604.36,2.4163622811586187e-05,0.9999630360862308
CENOURAO RP 04,CENOURAO,569.54,2.27714437357052e-05,0.9999858075299666
VILA DAS FRUTAS SP MOEMA,VILA DAS FRUTAS,354.97,1.4192470033471357e-05,1.0
MME ROLAND GARROS 2175,GPA,0.0,0.0,1.0
OBA SP ALPHAVILLE,OBA,0.0,0.0,1.0
VAREJAO TATU AMERICANA,TATU,0.0,0.0,1.0
COMPRE MIX SJRP,COMPRE MIX,0.0,0.0,1.0
CLUBE DA PICANHA,CLUBE DA PICANHA,0.0,0.0,1.0
CHAMA LJ 15,CHAMA,0.0,0.0,1.0
PORECATU SJRP LJ07,PORECATU,0.0,0.0,1.0
GT6 SP LAPA,GT6,0.0,0.0,1.0
COOP INDUSTRIAL 03,COOP,0.0,0.0,1.0
COOP DIADEMA 08,COOP,0.0,0.0,1.0
SUPERMERCADO CANESIN LTDA RP,VAREJO,0.0,0.0,1.0
ASSAI 267 SJC,ASSAI,0.0,0.0,1.0
GT6 SP ARMENIA,GT6,0.0,0.0,1.0
ASSAI 246 LIMEIRA II,ASSAI,0.0,0.0,1.0
B54 CHAMA SP MATILDE 03,BENASSI,0.0,0.0,1.0
ASSAI 240 RP CASTELO BRANCO,ASSAI,0.0,0.0,1.0
GT6 SAO CAETANO,GT6,0.0,0.0,1.0
ASSAI 237 SANTA BARBARA DOESTE,ASSAI,0.0,0.0,1.0
PONTO NOVO LOJA 5,PONTO NOVO,0.0,0.0,1.0
BARBOSA LJ 08 JANDIRA,BARBOSA,0.0,0.0,1.0
GT6 OSASCO VILA YARA,GT6,0.0,0.0,1.0
BARBOSA 45 SJC,BARBOSA,0.0,0.0,1.0
VILA DAS FRUTAS SABARA,VILA DAS FRUTAS,0.0,0.0,1.0
BARATAO DA CARNE JAPIIM FL08,BARATAO MANAUS,0.0,0.0,1.0
IFOOD SP POMPEIA,GT6,0.0,0.0,1.0
BARATAO DA CARNE BETANIA FL03,BARATAO MANAUS,0.0,0.0,1.0
VIZINHO ARTUR NOGUEIRA,QUALYMAIS,0.0,0.0,1.0
QUALYMAIS SUPERMERCADOS EIRELI,QUALYMAIS,0.0,0.0,1.0
SAVEGNAGO LEME 52,SAVEGNAGO,0.0,0.0,1.0
COPERCANA 49,COPERCANA,0.0,0.0,1.0
BIG ITU 1307,BIG,0.0,0.0,1.0
COPERCANA  61,COPERCANA,0.0,0.0,1.0
IFOOD SP HIGIENOPOLIS,GT6,0.0,0.0,1.0
CREMA SBO LJ01,CREMA,0.0,0.0,1.0
QUALYMAIS LIMEIRA LJ10,QUALYMAIS,0.0,0.0,1.0
COVABRA 33 VALINHOS,COVABRA,0.0,0.0,1.0
GT6 SP VILA PRUDENTE,GT6,0.0,0.0,1.0
COVABRA 29 RIO CLARO,COVABRA,0.0,0.0,1.0
SEMPRE VALE ARARAQUARA LJ 24,SEMPRE VALE,0.0,0.0,1.0
COVABRA 26 INDAIATUBA,COVABRA,0.0,0.0,1.0
GT6 SP VILA MASCOTE,GT6,0.0,0.0,1.0
COVABRA 24 PAULINIA,COVABRA,0.0,0.0,1.0
PROENCA SJRP LJ 15,PROENCA,0.0,0.0,1.0
SEMPRE VALE ARARAQUARA 25,SEMPRE VALE,0.0,0.0,1.0
UNIFORTE SUPERMERCADO,UNIFORTE,0.0,0.0,1.0
GT6 SP SANTANA,GT6,0.0,0.0,1.0
OBA SP VILA MARIANA 02,OBA,0.0,0.0,1.0
COVABRA 18 MEDEIROS,COVABRA,0.0,0.0,1.0
GT6 SP RICARDO JAFET,GT6,0.0,0.0,1.0
LAVAPES JAGUARIUNA,CUBATAO,0.0,0.0,1.0
PROENCA SJRP LJ 09,PROENCA,0.0,0.0,1.0
GT6 SP POMPEIA,GT6,0.0,0.0,1.0
SAVEGNAGO SUMARE 58,SAVEGNAGO,0.0,0.0,1.0
CUBATAO MOGI MIRIM,CUBATAO,0.0,0.0,1.0
PADARIA REAL INDUSTRIA,PADARIA REAL,0.0,0.0,1.0
CUBATAO ITAPIRA NOVO,CUBATAO,0.0,0.0,1.0
HORTIFRUTI SP PADRAO 2,H PADRAO,0.0,0.0,1.0
HORTIFRUTI PADRAO PINHEIROS,H PADRAO,0.0,0.0,1.0
PALATO PRAIA,PALATO,0.0,0.0,1.0
CUBATAO CD MOGI MIRIM,CUBATAO,0.0,0.0,1.0
HORTIFRUT SP PADRAO,H PADRAO,0.0,0.0,1.0
ARMAZEM CONFIANCA SP - INATIVO,H PADRAO,0.0,0.0,1.0
CATO ANTONIALE 02,CATO,0.0,0.0,1.0
CREMA SBO LJ03,CREMA,0.0,0.0,1.0
GUIDOLIN CENTRAL CENTRO,GUIDOLIN,0.0,0.0,1.0
GUIDOLIN CENTRAL 15,GUIDOLIN,0.0,0.0,1.0
ASSAI 351 SUMARE,ASSAI,0.0,0.0,1.0
SPASSO SABORES PRACTICE,CUBATAO,0.0,0.0,1.0
GUARIZZO AMPARO LTDA,GUARIZZO,0.0,0.0,1.0
SPASSO SABORES MOGI MIRIM,CUBATAO,0.0,0.0,1.0
CARREFOUR SP ANCHIETA SPA,CARREFOUR,0.0,0.0,1.0
POUPE BEM AMPARO LJ04,GUARANI,0.0,0.0,1.0
PRIMAVERA SUPERMERCADO 01,PRIMAVERA,0.0,0.0,1.0
SPASSO SABORES ITAPIRA,CUBATAO,0.0,0.0,1.0
SAVEGNAGO SERTAOZINHO 60,SAVEGNAGO,0.0,0.0,1.0
LAVAPES TUCURA,CUBATAO,0.0,0.0,1.0
GUARANI AMPARO MARKET,GUARANI,0.0,0.0,1.0
LAVAPES RIO CLARO LOJA 08,CUBATAO,0.0,0.0,1.0
CERCADAO ITAPECERICA LJ 02,CERCADAO,0.0,0.0,1.0
LAVAPES MOGI MIRIM 01,CUBATAO,0.0,0.0,1.0
MERCADO PRECO CIA LJ 1,PRECO E CIA,0.0,0.0,1.0
DAKI JARDIM MARAJOARA  SP,DAKI,0.0,0.0,1.0
PA CHACARA STO ANTONIO 634,GPA,0.0,0.0,1.0
DAKI ITAIM SP,DAKI,0.0,0.0,1.0
IFOOD SP VILA CARRAO,GT6,0.0,0.0,1.0
DAKI FREGUESIA,DAKI,0.0,0.0,1.0
CALEGARIS PAULINIA 01,CALEGARIS,0.0,0.0,1.0
DAKI CPS JARDIM BRASIL,DAKI,0.0,0.0,1.0
ASSAI 327 SJRP ACLIMACAO,ASSAI,0.0,0.0,1.0
DAKI CERQUEIRA CESAR SP,DAKI,0.0,0.0,1.0
B43 COOP STO ANDRE DOM PEDRO,BENASSI,0.0,0.0,1.0
DAKI CD BARUERI,DAKI,0.0,0.0,1.0
RAPPI CPS JD DO TREVO,RAPPI,0.0,0.0,1.0
DAKI CAMBUCI SP,DAKI,0.0,0.0,1.0
PERALTA  LJ 07 SALTO,PAULISTAO,0.0,0.0,1.0
DAKI BROOKLIN SP,DAKI,0.0,0.0,1.0
SHOPPING FARTURA VALINHOS,H.FARTURA,0.0,0.0,1.0
DAKI SP CARANDIRU,DAKI,0.0,0.0,1.0
ASSAI 326 SJRP,ASSAI,0.0,0.0,1.0
DAKI SP BELA VISTA,DAKI,0.0,0.0,1.0
SUP UNIAO PIRACICABA 02,UNIAO SUP,0.0,0.0,1.0
DAKI SAO CAETANO,DAKI,0.0,0.0,1.0
SUPER VILLE 01,SUPER VILLE,0.0,0.0,1.0
DAKI SANTOS GONZAGA,DAKI,0.0,0.0,1.0
VILA DAS FRUTAS RICARDO JAFET,VILA DAS FRUTAS,0.0,0.0,1.0
DAKI SANTA PAULA,DAKI,0.0,0.0,1.0
PA CORIFEU  462,GPA,0.0,0.0,1.0
DAKI PAULISTA SP,DAKI,0.0,0.0,1.0
HORTIFRUTI FARTURA VINHEDO,H.FARTURA,0.0,0.0,1.0
DAKI NOVA CAMPESTRE SAO CAETAN,DAKI,0.0,0.0,1.0
CARREFOUR SP BROOKLIN SBK,CARREFOUR,0.0,0.0,1.0
DAKI MOEMA SP,DAKI,0.0,0.0,1.0
HORTISABOR MIRANDOPOLIS SP,H. MIRANDOPOLIS,0.0,0.0,1.0
DAKI SP SAUDE,DAKI,0.0,0.0,1.0
RAPPI CD VILA MADALENA,RAPPI,0.0,0.0,1.0
DAKI SP SACOMA,DAKI,0.0,0.0,1.0
HORTIFRUTI MARGARIDA SP,H. MARGARIDA,0.0,0.0,1.0
DAKI SP PERDIZES,DAKI,0.0,0.0,1.0
SAVEGNAGO RP 62,SAVEGNAGO,0.0,0.0,1.0
DAKI SP MOEMA,DAKI,0.0,0.0,1.0
HIROTA TAQUARI 18 SP,HIROTA,0.0,0.0,1.0
DAKI SP LIMAO,DAKI,0.0,0.0,1.0
ASSAI 312 CPS ABOLICAO,ASSAI,0.0,0.0,1.0
DAKI SP ITAIM,DAKI,0.0,0.0,1.0
QUITANDA SP,QUITANDA,0.0,0.0,1.0
DAKI SP IMIRIM,DAKI,0.0,0.0,1.0
COVABRA 13 CAMPINAS,COVABRA,0.0,0.0,1.0
DAKI SP FREGUESIA,DAKI,0.0,0.0,1.0
QUINTA DAS FRUTAS CPS,QUINTA DAS FRUTAS,0.0,0.0,1.0
DAKI VILA HUDA,DAKI,0.0,0.0,1.0
CARREFOUR PRESID PRUDENTE 2070,CARREFOUR,0.0,0.0,1.0
DAKI TATUAPE SP,DAKI,0.0,0.0,1.0
QUE BARATO,QUE BARATO,0.0,0.0,1.0
DAKI SP VILA YARA,DAKI,0.0,0.0,1.0
CARREFOUR SOROCABA NORTE SON,CARREFOUR,0.0,0.0,1.0
DAKI SP VILA MEDEIROS,DAKI,0.0,0.0,1.0
SUP UNIAO PIRACICABA 01,UNIAO SUP,0.0,0.0,1.0
DAKI SP VILA MARIANA,DAKI,0.0,0.0,1.0
B18 COOP STO ANDRE DOM PEDRO,BENASSI,0.0,0.0,1.0
DAKI SP VILA FORMOSA,DAKI,0.0,0.0,1.0
HIROTA JARDIM LONDRINA 17 SP,HIROTA,0.0,0.0,1.0
DAKI SP VILA AURORA,DAKI,0.0,0.0,1.0
CARREFOUR SP PIRITUBA BPI,CARREFOUR,0.0,0.0,1.0
DAKI SP VILA ALICE,DAKI,0.0,0.0,1.0
B29 COOP PIRACICABA VOLLET 32,BENASSI,0.0,0.0,1.0
DB MANAUS 02,DB,0.0,0.0,1.0
SAVEGNAGO CPS 54,SAVEGNAGO,0.0,0.0,1.0
D AVO LJ28,DAVO,0.0,0.0,1.0
RAPPI SP BOM RETIRO,RAPPI,0.0,0.0,1.0
D AVO LJ04,DAVO,0.0,0.0,1.0
CARREFOUR SP LIMAO SPL,CARREFOUR,0.0,0.0,1.0
SUPERMERCADO DAVITA,DAVITA,0.0,0.0,1.0
VILA DAS FRUTAS KLABIN,VILA DAS FRUTAS,0.0,0.0,1.0
D AOLIO HOLAMBRA,DAOLIO,0.0,0.0,1.0
VILLA REAL SJC URBANOVA,VILLA REAL,0.0,0.0,1.0
DALBEN VALINHOS 04,DALBEN,0.0,0.0,1.0
SUPER INFANGER SANTA LJ01,INFANGER,0.0,0.0,1.0
DELTA AMERICANA,DELTA,0.0,0.0,1.0
B47 COOP SAO CAETANO,BENASSI,0.0,0.0,1.0
DE MARCHI  LJ 08,DE MARCHI,0.0,0.0,1.0
IKEDA HORTIFRUTI PREMIUM,IKEDA,0.0,0.0,1.0
DE MARCHI  LJ 06,DE MARCHI,0.0,0.0,1.0
RAPPI SP ALTO DE PINHEIROS,RAPPI,0.0,0.0,1.0
DE MARCHI  LJ 04,DE MARCHI,0.0,0.0,1.0
HORTIFRUTI PATRIARCA,HORTIFRUTI PATRIARCA,0.0,0.0,1.0
DE MARCHI  LJ 02,DE MARCHI,0.0,0.0,1.0
SERRA AZUL 02,SERRA AZUL,0.0,0.0,1.0
DB MANAUS 34,DB,0.0,0.0,1.0
HORTI FRUTI MANA,HORTI FRUTI MANA,0.0,0.0,1.0
DB MANAUS 19,DB,0.0,0.0,1.0
RAPPI SJC SOL NASCENTE,RAPPI,0.0,0.0,1.0
DB MANAUS 15,DB,0.0,0.0,1.0
RAPPI SJC CANDIDO DIAS,RAPPI,0.0,0.0,1.0
MERCADO DUBAIRRO SP,DUBAIRRO,0.0,0.0,1.0
OBA SP SHOP ALPHAVILLE,OBA,0.0,0.0,1.0
DOM PETROPOLIS,DOM PETROPOLIS,0.0,0.0,1.0
HITOMIX LIBERDADE SP,HITOMIX,0.0,0.0,1.0
DOM CONSTANTIN,DOM CONSTANTIN,0.0,0.0,1.0
RAPPI SAO CAETANO,RAPPI,0.0,0.0,1.0
DELTA PIRACICABA PARQUE JUPIA,DELTA,0.0,0.0,1.0
SEMPRE VALE SJBV LJ27,SEMPRE VALE,0.0,0.0,1.0
DELTA PIRACICABA DOIS CORREGOS,DELTA,0.0,0.0,1.0
SAO VICENTE SOROCABA 14,SAO VICENTE,0.0,0.0,1.0
DELTA PIRACICABA AREAO,DELTA,0.0,0.0,1.0
JOANIN SCS FUND MATRIZ,JOANIN,0.0,0.0,1.0
DELTA ITU,DELTA,0.0,0.0,1.0
RAPPI SANTOS PONTA DA PRAIA,RAPPI,0.0,0.0,1.0
DELTA ARARAS,DELTA,0.0,0.0,1.0
JOANIN SCS CENTRO 10,JOANIN,0.0,0.0,1.0
RAPPI SANTOS MACUCO,RAPPI,0.0,0.0,1.0
GRICKI 06,GRICKI,0.0,0.0,1.0
EMPORIO RECANTO DAS ARVORES RP,EMP. RECANTO ARVORES,0.0,0.0,1.0
JOANIN SBC ST TEREZ 21,JOANIN,0.0,0.0,1.0
SACOLAO DO CAMPO SCS,EMP. HIGIENOPOLIS,0.0,0.0,1.0
SEMPRE VALE PORTO FERREIRA 03,SEMPRE VALE,0.0,0.0,1.0
LUIZ RAMOS DOS SANTOS,EMP. AUROK,0.0,0.0,1.0
JOANIN SBC ASSUNCAO 09,JOANIN,0.0,0.0,1.0
EMPORIO AUROK INDAIATUBA LJ04,EMP. AUROK,0.0,0.0,1.0
ST MARCHE SHOP VILLA LOBOS SP,ST MARCHE,0.0,0.0,1.0
JOANIN SAO CAETANO LJ10,JOANIN,0.0,0.0,1.0
RAPPI JARDINS SP,RAPPI,0.0,0.0,1.0
EMPORIO VILA BORGHESE LJ 02,EMP VILA BURGHESE,0.0,0.0,1.0
SEMPRE VALE PAULINIA LJ33,SEMPRE VALE,0.0,0.0,1.0
EMPORIO SAO JOSE,EMP SAO JOSE,0.0,0.0,1.0
JOANIN SA SAO JORGE 19,JOANIN,0.0,0.0,1.0
EMPORIUM SAO PAULO JUREMA,EMPORIUM SAO PAULO,0.0,0.0,1.0
SUPERMERCADOS SHOPPER SP,SHOPPER,0.0,0.0,1.0
EMPORIUM SAO PAULO COTOVIA,EMPORIUM SAO PAULO,0.0,0.0,1.0
JOANIN SA CA BRANCA 07,JOANIN,0.0,0.0,1.0
EMPORIO VILLAMARIN,EMPORIO VILLAMARIN,0.0,0.0,1.0
RAPPI CPS TAQUARAL,RAPPI,0.0,0.0,1.0
EMPORIO PIRANA,EMPORIO PIRANA,0.0,0.0,1.0
JOANIN MOOCA LJ 26,JOANIN,0.0,0.0,1.0
EMPORIO NOVA ERA ROMA MANAUS,EMPORIO NOVA ERA,0.0,0.0,1.0
PAGUE MENOS ARARAS L 24,PAGUE MENOS,0.0,0.0,1.0
EMPORIO NOVA ERA FLORES,EMPORIO NOVA ERA,0.0,0.0,1.0
RAPPI SP MOEMA,RAPPI,0.0,0.0,1.0
KALIMERA INDAIATUBA,KALIMERA,0.0,0.0,1.0
ST MARCHE CPS SHOP. IGUATEMI,ST MARCHE,0.0,0.0,1.0
EMPORIO TARTUFO RP 02,EMP. TARTUFO,0.0,0.0,1.0
RAPPI SP MASCOTE,RAPPI,0.0,0.0,1.0
SUPERMERCADO EVA HOLAMBRA,EVA,0.0,0.0,1.0
HORTIFRUTI JR INFANGER,VAREJO,0.0,0.0,1.0
SUPERMERCADO ESTRELA AZUL,ESTRELA AZUL LJ,0.0,0.0,1.0
JOANIN SP VL EMA 13,JOANIN,0.0,0.0,1.0
ESTRELA AZUL LJ 01,ESTRELA AZUL,0.0,0.0,1.0
ANTONELLI AMPARO,ANTONELLI,0.0,0.0,1.0
RAPPI SP LIMAO,RAPPI,0.0,0.0,1.0
ST MARCHE SP VILA MASCOTE,ST MARCHE,0.0,0.0,1.0
ENXUTO CPS CONTAINER PRIME,ENXUTO,0.0,0.0,1.0
VILA MAIS SUPERMERCADOS LJ 01,VILA MAIS,0.0,0.0,1.0
ENXUTO CPS CONTAINER NORTE SUL,ENXUTO,0.0,0.0,1.0
RAPPI SP LAPA,RAPPI,0.0,0.0,1.0
EMPORIUM SP PEDROSO ALVARENGA,EMPORIUM SAO PAULO,0.0,0.0,1.0
SEMPRE VALE LIMEIRA 19,SEMPRE VALE,0.0,0.0,1.0
FORTE MIX AGUAI,FORTE MIX,0.0,0.0,1.0
JOANIN SP DIADEMA 12,JOANIN,0.0,0.0,1.0
FORT ATACADO PRAIA GRANDE,FORT ATACADISTA,0.0,0.0,1.0
BARBOSA LJ01 GUARULHOS,BARBOSA,0.0,0.0,1.0
FLAMENGO LOJA 03,FLAMENGO,0.0,0.0,1.0
JOANIN SCS STA MARIA20,JOANIN,0.0,0.0,1.0
FLAMENGO LOJA 01,FLAMENGO,0.0,0.0,1.0
RAPPI SP JARDIM BONFIGLIOLI,RAPPI,0.0,0.0,1.0
FELTRIN CPS,FELTRIN,0.0,0.0,1.0
JOANIN SCS NV GERTY 03,JOANIN,0.0,0.0,1.0
EXAMINE RIO CLARO LJ 04,EXAMINE,0.0,0.0,1.0
SEMPRE VALE LIMEIRA 16,SEMPRE VALE,0.0,0.0,1.0
