store,network,sales_2025,share,cum_share
EXAMINE RIO CLARO LJ 02,EXAMINE,0.0,0.0,1.0
LIDERANCA MAX SUPER. LOJA 02,LIDERANCA,0.0,0.0,1.0
EXAMINE CORDEIROPOLIS LJ 07,EXAMINE,0.0,0.0,1.0
RAPPI SP HEITOR PENTEADO,RAPPI,0.0,0.0,1.0
ASP PARAISO,FRUTTIMIX,0.0,0.0,1.0
LF CONGELADOS SP,LF CONGELADOS,0.0,0.0,1.0
FRUTTO DA TERRA OSASCO,FRUTO DA TERRA,0.0,0.0,1.0
SE SUPERMERCADOS,GPA,0.0,0.0,1.0
FRUTARIA RP,FRUTARIA RP,0.0,0.0,1.0
LEMON 02,LEMON,0.0,0.0,1.0
HORTFRUI FREGUESIA,FREGUESIA,0.0,0.0,1.0
RAPPI SP CIDADE ALTA,RAPPI,0.0,0.0,1.0
FORTE MIX LJ 08,FORTE MIX,0.0,0.0,1.0
LEME SUPERMERCADO,LEME,0.0,0.0,1.0
FORTE MIX LJ 06,FORTE MIX,0.0,0.0,1.0
SEMPRE VALE LIMEIRA 10,SEMPRE VALE,0.0,0.0,1.0
FORTE MIX LJ 04,FORTE MIX,0.0,0.0,1.0
LAVIDA BOQUEIRAO LJ02,LAVIDA,0.0,0.0,1.0
FORTE MIX LJ 02,FORTE MIX,0.0,0.0,1.0
RAPPI SP CARRAO,RAPPI,0.0,0.0,1.0
MIX VALI SAO MARCOS,FRUTTIMIX,0.0,0.0,1.0
EMPORIO LABARCA,LABARCA,0.0,0.0,1.0
MIX VALI PARAISO,FRUTTIMIX,0.0,0.0,1.0
ST MARCHE SP SANTOS,ST MARCHE,0.0,0.0,1.0
MIX VALI JAGUARIUNA,FRUTTIMIX,0.0,0.0,1.0
KRILL LJ 24 GUARUJA,KRILL,0.0,0.0,1.0
FLEX VINHEDO,FRUTTIMIX,0.0,0.0,1.0
RAPPI SP BROOKLIN,RAPPI,0.0,0.0,1.0
FLEX ITATIBA,FRUTTIMIX,0.0,0.0,1.0
KALIMERA LOJA 03,KALIMERA,0.0,0.0,1.0
BONFLEX STP,FRUTTIMIX,0.0,0.0,1.0
EMPORIO CPS SANTA RITA,VAREJO,0.0,0.0,1.0
RAPPI SP VILA MADALENA,RAPPI,0.0,0.0,1.0
SEMPRE VALE LIMEIRA 01,SEMPRE VALE,0.0,0.0,1.0
ASP SEMPRE FACIL,FRUTTIMIX,0.0,0.0,1.0
ST MARCHE SP SANTANA,ST MARCHE,0.0,0.0,1.0
GOOD BOM MOGI GUACU,GOOD BOM,0.0,0.0,1.0
MERCADAO HORTICENTER RC CENTRO,M.HORTICENTER,0.0,0.0,1.0
GOOD BOM LJ 11,GOOD BOM,0.0,0.0,1.0
PAGUE MENOS LOJA 38,PAGUE MENOS,0.0,0.0,1.0
GOOD BOM LJ 08,GOOD BOM,0.0,0.0,1.0
PADARIA SAO BENTO,MERCADINHO CASA SAO BENTO,0.0,0.0,1.0
GOOD BOM HORTOLANDIA 04,GOOD BOM,0.0,0.0,1.0
RAPPI SP VILA BERTIOGA,RAPPI,0.0,0.0,1.0
GEMMA SUPERMERCADOS SP,GEMMA,0.0,0.0,1.0
MERCADO CACIMBA BARAO GERALDO,M. CACIMBA,0.0,0.0,1.0
GALASSI CPS 04,GALASSI,0.0,0.0,1.0
EMPORIO ALPINO,VAREJO,0.0,0.0,1.0
GALASSI CPS 02,GALASSI,0.0,0.0,1.0
LOPES TATUAPE 01,LOPES,0.0,0.0,1.0
MIX VALI VINHEDO,FRUTTIMIX,0.0,0.0,1.0
RAPPI SP SANTO AMARO,RAPPI,0.0,0.0,1.0
EXTRA MERCADO CAMPO BELO 1703,GPA,0.0,0.0,1.0
LOPES ITAQUERA 05,LOPES,0.0,0.0,1.0
EXTRA MERCADO AEROPORTO 1762,GPA,0.0,0.0,1.0
ASSAI 154 CPS CENTRO,ASSAI,0.0,0.0,1.0
EXTRA JAGUARE 1357,GPA,0.0,0.0,1.0
LOPES AUGUSTA 04,LOPES,0.0,0.0,1.0
EXTRA CPS JUNDIAI 1374,GPA,0.0,0.0,1.0
BARBOSA LJ 39 JD BELEM,BARBOSA,0.0,0.0,1.0
EXTRA CPS ABOLICAO 1305,GPA,0.0,0.0,1.0
RAPPI SP SACOMA,RAPPI,0.0,0.0,1.0
CD 5457 PAO DE ACUCAR SP,GPA,0.0,0.0,1.0
BOA VARZEA PAULISTA 08,BOA,0.0,0.0,1.0
GOOD BOM SUMARE BORDON,GOOD BOM,0.0,0.0,1.0
ST MARCHE SP HIGIENOPOLIS 20,ST MARCHE,0.0,0.0,1.0
GOOD BOM REBOUCAS SUMARE 01,GOOD BOM,0.0,0.0,1.0
SUPERMERCADO SOLAR,SOLAR,0.0,0.0,1.0
EXTRA MERCADO JD ANGELA 1814,GPA,0.0,0.0,1.0
RAPPI SP PINHEIROS,RAPPI,0.0,0.0,1.0
EXTRA MERCADO ITAQUERA M 1377,GPA,0.0,0.0,1.0
SUPERMERCADO VIOLETA LJ 07,VIOLETA,0.0,0.0,1.0
EXTRA MERCADO GUILHERMINA 1753,GPA,0.0,0.0,1.0
RAPPI SP PENHA,RAPPI,0.0,0.0,1.0
EXTRA MERCADO G V C II 5682,GPA,0.0,0.0,1.0
SUPERMERCADO ESTRELA ARARAQUAR,SUP. ESTRELA,0.0,0.0,1.0
EXTRA MERCADO G ENSEADA 1875,GPA,0.0,0.0,1.0
MAMBO - VILA BUARQUE,MAMBO,0.0,0.0,1.0
EXTRA MERCADO G A BARROS 5679,GPA,0.0,0.0,1.0
COMERCIAL VERDE NUTRI CAMPINAS,VAREJO,0.0,0.0,1.0
EXTRA MERCADO CUPECE 1786,GPA,0.0,0.0,1.0
MAMBO - LOJA ALPHAVILLE 2,MAMBO,0.0,0.0,1.0
EXTRA MERCADO CARAPICUIBA 597,GPA,0.0,0.0,1.0
RAPPI SP OSCAR FREIRE,RAPPI,0.0,0.0,1.0
EXTRA MERCADO SANTO N.S F 1745,GPA,0.0,0.0,1.0
GIGA SP CASTELO BRANCO,MAMBO,0.0,0.0,1.0
EXTRA MERCADO S. P. LESSA 1747,GPA,0.0,0.0,1.0
CABRAL SUPERMERCADO 02,CABRAL,0.0,0.0,1.0
EXTRA MERCADO S. A. PENA 1750,GPA,0.0,0.0,1.0
GIGA SP ALPHAVILLE,MAMBO,0.0,0.0,1.0
EXTRA MERCADO S B CAMPOS 1742,GPA,0.0,0.0,1.0
BENAFRUTI – MADRID VL BUARQUE,BENAFRUTI,0.0,0.0,1.0
EXTRA MERCADO PRAIA GRANDE 69,GPA,0.0,0.0,1.0
MAKIM HOLAMBRA,MAKIM,0.0,0.0,1.0
EXTRA MERCADO P G CAICARA 1776,GPA,0.0,0.0,1.0
BENAFRUTI – MADRID HIGIENOPOLI,BENAFRUTI,0.0,0.0,1.0
EXTRA MERCADO MONTE MOR 5735,GPA,0.0,0.0,1.0
FONSECA 09 SJBV,MARINO,0.0,0.0,1.0
EXTRA MERCADO LEME 5659,GPA,0.0,0.0,1.0
ROFATTO SUP. MOGI GUACU LJ04,ROFATTO,0.0,0.0,1.0
SUPER SAUDAVEL SP MORUMBI,MAMBO,0.0,0.0,1.0
ROFATTO SUP. MOGI GUACU LJ01,ROFATTO,0.0,0.0,1.0
EXTRA SC CENTRO 2460,GPA,0.0,0.0,1.0
CENOURAO RP 08,CENOURAO,0.0,0.0,1.0
EXTRA SAO CAETANO 1315,GPA,0.0,0.0,1.0
SUPERMERCADO X LJ17 GUARULHOS,SUP X,0.0,0.0,1.0
EXTRA RIB CENTRO 0035,GPA,0.0,0.0,1.0
BENAFRUTI - JUNDIAI,BENAFRUTI,0.0,0.0,1.0
MAMBO SP SANTA CECILIA,MAMBO,0.0,0.0,1.0
ROFATTO SUP. A LINDOIA LJ03,ROFATTO,0.0,0.0,1.0
EXTRA MERCADO VILA TUPY 697,GPA,0.0,0.0,1.0
CARREFOUR PIRACICABA PIR,CARREFOUR,0.0,0.0,1.0
EXTRA MERCADO SOROCABA 5698,GPA,0.0,0.0,1.0
MAMBO SANTANA SP,MAMBO,0.0,0.0,1.0
EXTRA MERCADO SANTOS P 692,GPA,0.0,0.0,1.0
PA GUARUJA JEQUETIMAR 2432,GPA,0.0,0.0,1.0
MINUTO ANTONIO-BROOKLIN 5420,GPA,0.0,0.0,1.0
REMARO SUPERMERCADO,REMARO,0.0,0.0,1.0
MINUTO ANASTACIO PIRITUBA 2107,GPA,0.0,0.0,1.0
CARREFOUR SP ITAIM BIBI MIB,CARREFOUR,0.0,0.0,1.0
MINUTO ALEGRE SCS 5034,GPA,0.0,0.0,1.0
SUPERMERCADO X LJ16 BRIGADEIRO,SUP X,0.0,0.0,1.0
MINUTO ALAMEDA RIBEIRAO 5132,GPA,0.0,0.0,1.0
ZARELLI SUPERMERCADOS LOJA 1,ZARELLI,0.0,0.0,1.0
MINUTO ALAM SANTOSC CESAR 5039,GPA,0.0,0.0,1.0
MAX ATACADO VILA NOVA,MAX ATACADO,0.0,0.0,1.0
MERCADO EXTRA BEBEDOURO 5683,GPA,0.0,0.0,1.0
CARREFOUR SANTOS BSP,CARREFOUR,0.0,0.0,1.0
MAX ATACADO SOROCABA NORTE,MAX ATACADO,0.0,0.0,1.0
BELOFRUTO CPS HORTIFRUTI,BELOFRUTO,0.0,0.0,1.0
EXTRA SP AEROPORTO 1337,GPA,0.0,0.0,1.0
OXAN ATACADISTA,OXAN,0.0,0.0,1.0
MINUTO BARAO DO BANANAL 726,GPA,0.0,0.0,1.0
MAX ATACADO SBC,MAX ATACADO,0.0,0.0,1.0
MINUTO BARAO DE CAMPOS G 1446,GPA,0.0,0.0,1.0
CHAMA LJ 03,CHAMA,0.0,0.0,1.0
MINUTO AV TIRADENTES GU 5137,GPA,0.0,0.0,1.0
MAX ATACADO PIRACICABA,MAX ATACADO,0.0,0.0,1.0
MINUTO AV PREST MAIA SBC 5869,GPA,0.0,0.0,1.0
RAPPI VALINHOS,RAPPI,0.0,0.0,1.0
MINUTO AV INDEPENDENCIA 5192,GPA,0.0,0.0,1.0
MAX ATACADO GUARULHOS,MAX ATACADO,0.0,0.0,1.0
MINUTO AV DOS PARQUES 1153,GPA,0.0,0.0,1.0
SUPERMERCADO X LJ15 ARICANDUVA,SUP X,0.0,0.0,1.0
MINUTO ARTUR PRADO 5056,GPA,0.0,0.0,1.0
MAX ATACADO CAMPINAS,MAX ATACADO,0.0,0.0,1.0
MINUTO APINHEIRO STO AMAR 365,GPA,0.0,0.0,1.0
RAPPI SP VILA OLIMPIA,RAPPI,0.0,0.0,1.0
MINUTO DAMHA SAO CARLOS 5703,GPA,0.0,0.0,1.0
SUPERMERCADO MAURICIO JAGUARIU,MAURICIO,0.0,0.0,1.0
MINUTO CONSELHEIRO ROD A 1478,GPA,0.0,0.0,1.0
VILA DAS FRUTAS ALA DOS GUATAS,VILA DAS FRUTAS,0.0,0.0,1.0
MINUTO CASTRO ALVES 5207,GPA,0.0,0.0,1.0
MARINO AGUAI 01,MARINO,0.0,0.0,1.0
MINUTO CARLOS GOMES 1528,GPA,0.0,0.0,1.0
RAPPI SP VILA MORUMBI,RAPPI,0.0,0.0,1.0
MINUTO CANTAGALO 5760,GPA,0.0,0.0,1.0
SUPERMERCADO MIALICH RP,MIALICH,0.0,0.0,1.0
MINUTO BOSQUE DA SAUDE 1469,GPA,0.0,0.0,1.0
SUPERMERCADO X LJ14 MARIPORA,SUP X,0.0,0.0,1.0
MINUTO BEST CENTER SJC 5082,GPA,0.0,0.0,1.0
MERQUEO SP,MERQUEO,0.0,0.0,1.0
MINUTO BELA CINTRA 5706,GPA,0.0,0.0,1.0
ROSSI VILA CISPER SP LJ03,ROSSI,0.0,0.0,1.0
MINUTO GOLDEN SHOPPING SBC5124,GPA,0.0,0.0,1.0
MERCADO IPANEMA,MERCADO IPANEMA,0.0,0.0,1.0
MINUTO FARIA LIMA 6192,GPA,0.0,0.0,1.0
B27 COOP SOROCABA ARVORE GRAND,BENASSI,0.0,0.0,1.0
MINUTO F SILVA SOROCABA 5107,GPA,0.0,0.0,1.0
MERCATTO SAO BERNARDO DO CAMPO,MERCADO CIZI,0.0,0.0,1.0
MINUTO EST DAS LAGRIMAS 4999,GPA,0.0,0.0,1.0
ROSSI OSASCO LJ12,ROSSI,0.0,0.0,1.0
MINUTO DR.CARD M-V OLIMP 5418,GPA,0.0,0.0,1.0
MERCADO CANOA SP,MERCADO CANOA,0.0,0.0,1.0
MINUTO DR RENATO A MAIA 5032,GPA,0.0,0.0,1.0
PA FRESH ARUJA 1471,GPA,0.0,0.0,1.0
MINUTO DOM PAULO PEDROSA 5104,GPA,0.0,0.0,1.0
MERCADINHO CASA SAO BENTO GUAR,MERCADINHO CASA SAO BENTO,0.0,0.0,1.0
MINUTO DIOGENES RIBEIRO 2042,GPA,0.0,0.0,1.0
ROSSI NEW SAPOPEMBA LJ 04,ROSSI,0.0,0.0,1.0
MINUTO JOAQUIM FLORIANO 4955,GPA,0.0,0.0,1.0
MERCADAO ATACADISTA MORUMBI 2,MERCADAO LJ,0.0,0.0,1.0
MINUTO JOAO CACHOEIRA 6714,GPA,0.0,0.0,1.0
WAL MART AMERICANA,BIG,0.0,0.0,1.0
MINUTO JACAREI 1424,GPA,0.0,0.0,1.0
MAXIMUS SUPERMERCADO,MAXIMUS,0.0,0.0,1.0
MINUTO ITAHYE 1532,GPA,0.0,0.0,1.0
ROSSI JARDIM MARILU LJ15,ROSSI,0.0,0.0,1.0
MINUTO IBIRAJA 1450,GPA,0.0,0.0,1.0
MUFFATO SJRP DAMHA 1099,MUFFATO,0.0,0.0,1.0
MINUTO HF JOAO DIAS 374,GPA,0.0,0.0,1.0
SUPERMERCADO X LJ11 VILA HULDA,SUP X,0.0,0.0,1.0
MINUTO GUILHERME CRIS 5699,GPA,0.0,0.0,1.0
MUFFATO POTIRANDABA SJRP 73,MUFFATO,0.0,0.0,1.0
MINUTO GUARUJA PERNAMBUCO 1436,GPA,0.0,0.0,1.0
ROSSI GUAIANAZES LJ19,ROSSI,0.0,0.0,1.0
MINUTO MARIA MONTEIRO 5015,GPA,0.0,0.0,1.0
HORTIFRUTI MORATO EIRELI,MORATO,0.0,0.0,1.0
MINUTO MADRE CABRINI 1442,GPA,0.0,0.0,1.0
SAVEGNAGO CPS 43,SAVEGNAGO,0.0,0.0,1.0
MINUTO LORENA II-JD PAUL 5858,GPA,0.0,0.0,1.0
MONTE SERRAT MEDEIROS 5,MONTE SERRAT,0.0,0.0,1.0
MINUTO LINO JARDIM-S.A 2138,GPA,0.0,0.0,1.0
ROSSI FRANCO DA ROCHA LJ13,ROSSI,0.0,0.0,1.0
MINUTO LEONARDO DA VINCI 6199,GPA,0.0,0.0,1.0
MONTE SERRAT CENTRO 1,MONTE SERRAT,0.0,0.0,1.0
MINUTO LAURENT MARTINS 1439,GPA,0.0,0.0,1.0
SUPERMERCADO X LJ10 MACEDO,SUP X,0.0,0.0,1.0
MINUTO JULIO CASSOLA 501,GPA,0.0,0.0,1.0
MONALE FOODS SP,MONALE,0.0,0.0,1.0
MINUTO JOSE GIORGI COTIA 2215,GPA,0.0,0.0,1.0
ROSSI FERRAZ II LJ 18,ROSSI,0.0,0.0,1.0
MINUTO MPA RONDON 5573,GPA,0.0,0.0,1.0
SUPERMERCADOS MIALICH LOJA 04,MIALICH,0.0,0.0,1.0
MINUTO MPA MINISTRO GODOI 5758,GPA,0.0,0.0,1.0
SERV BEM LIMEIRA LJ03,SERV BEM,0.0,0.0,1.0
MINUTO MPA GRAJAU 371,GPA,0.0,0.0,1.0
SUPERMERCADOS MIALICH CD,MIALICH,0.0,0.0,1.0
MINUTO MPA DIAS LEME 1476,GPA,0.0,0.0,1.0
ALLMEAT JUNDIAI,VAREJO,0.0,0.0,1.0
MINUTO MPA C VERGUEIRO 1210,GPA,0.0,0.0,1.0
NATURAL DA TERRA JD MARAJOA 10,NATURAL DA TERRA,0.0,0.0,1.0
MINUTO MPA ALPHAVILLE BSP 1197,GPA,0.0,0.0,1.0
BARBOSA LJ 37 CARAPICUIBA,BARBOSA,0.0,0.0,1.0
MINUTO MOGI DAS CRUZES 5762,GPA,0.0,0.0,1.0
NATURAL DA TERRA ITAIM BIBI 02,NATURAL DA TERRA,0.0,0.0,1.0
MINUTO MEACAO 0719,GPA,0.0,0.0,1.0
SUPERMERCADO X LJ04 CASA PEDRA,SUP X,0.0,0.0,1.0
MINUTO PAO ALAMEDA LORENA 5089,GPA,0.0,0.0,1.0
NATURAL DA TERRA IPIRANGA 11,NATURAL DA TERRA,0.0,0.0,1.0
MINUTO PAO AIMBERE 4991,GPA,0.0,0.0,1.0
SAVEGNAGO ARARAQUARA 42,SAVEGNAGO,0.0,0.0,1.0
MINUTO PAO A. ESTANISLAU 1438,GPA,0.0,0.0,1.0
NATURAL DA TERRA BROOKLIM 05,NATURAL DA TERRA,0.0,0.0,1.0
MINUTO PAES BARROS II 5101,GPA,0.0,0.0,1.0
SAMS CLUB INDAIATUBA,SAMS CLUB,0.0,0.0,1.0
MINUTO PA MARIO RIBEIRO 1430,GPA,0.0,0.0,1.0
SAMS CLUB GUARULHOS,SAMS CLUB,0.0,0.0,1.0
MINUTO ORLA DA PRAIA 1150,GPA,0.0,0.0,1.0
VAREJAO PASSARINHO S CARLOS 02,VAREJAO PASSARINHO,0.0,0.0,1.0
MINUTO NHAMBIQUARAS 4958,GPA,0.0,0.0,1.0
NATURAL DA TERRA  ARAPANES 14,NATURAL DA TERRA,0.0,0.0,1.0
MINUTO NEBRASKA-BROOK PTA 5403,GPA,0.0,0.0,1.0
SAMS CLUB GRANJA VIANA,SAMS CLUB,0.0,0.0,1.0
SAMS CLUB D PEDRO CPS,SAMS CLUB,0.0,0.0,1.0
CARREFOUR INDAIATUBA CIN,CARREFOUR,0.0,0.0,1.0
MINUTO PAO CLODOMIRO AM 1461,GPA,0.0,0.0,1.0
CARREFOUR SP PENHA SPH,CARREFOUR,0.0,0.0,1.0
MINUTO PAO CERRO CORA 8190,GPA,0.0,0.0,1.0
MUSEU DA GULA CAMPINAS,MUSEU DA GULA,0.0,0.0,1.0
MINUTO PAO CAYWAA 1159,GPA,0.0,0.0,1.0
SAMS CLUB BOM RETIRO SP,SAMS CLUB,0.0,0.0,1.0
MINUTO PAO CARLOS WEBER 2039,GPA,0.0,0.0,1.0
NATURAL DA TERRA SP SANTANA,NATURAL DA TERRA,0.0,0.0,1.0
MINUTO PAO AV PAULISTA 6445,GPA,0.0,0.0,1.0
SUPERMERCADO BIAZOTO 02,SUP BIAZOTO,0.0,0.0,1.0
MINUTO PAO ARARAQUARA 5712,GPA,0.0,0.0,1.0
SAMS CLUB AMERICANA,SAMS CLUB,0.0,0.0,1.0
MINUTO PAO APARAJU MOOCA 5421,GPA,0.0,0.0,1.0
CARREFOUR SP ALPHAVILLE CSA,CARREFOUR,0.0,0.0,1.0
MINUTO PAO INDIANOPOLIS 5763,GPA,0.0,0.0,1.0
SAMS CLUB -   LOJA JABAQUARA,SAMS CLUB,0.0,0.0,1.0
MINUTO PAO HELENA 7518,GPA,0.0,0.0,1.0
CERCADAO XV DE NOVEMBRO LJ 08,CERCADAO,0.0,0.0,1.0
MINUTO PAO GENERAL RONDON 1454,GPA,0.0,0.0,1.0
NATURAL DA TERRA S BERNARDO 17,NATURAL DA TERRA,0.0,0.0,1.0
MINUTO PAO EUCLYDES CUNHA 2506,GPA,0.0,0.0,1.0
SAFRA CABREUVA,SAFRA,0.0,0.0,1.0
MINUTO PAO ELI GUILHERME 5919,GPA,0.0,0.0,1.0
SUPERMERCADO BIAZOTO,SUP BIAZOTO,0.0,0.0,1.0
MINUTO PAO E JOAO TASCA 1460,GPA,0.0,0.0,1.0
FRUT CITY SJC,VAREJO,0.0,0.0,1.0
MINUTO PAO DR FLAQUER 5097,GPA,0.0,0.0,1.0
NATURAL DA TERRA NHAMBI 07,NATURAL DA TERRA,0.0,0.0,1.0
MINUTO PAO DR ALBUQ LINS 5399,GPA,0.0,0.0,1.0
SACOLAO DO CAMPO SCS - INATIVO,SACOLAO,0.0,0.0,1.0
MINUTO PAO MPA ASSAI 6298,GPA,0.0,0.0,1.0
MINI MERCADO JOAO DOMINGOS SCS,SACOLAO,0.0,0.0,1.0
NATURAL DA TERRA LEVE SP,NATURAL DA TERRA,0.0,0.0,1.0
CERCADAO CAMPO LIMPO LJ 03,CERCADAO,0.0,0.0,1.0
MINUTO PAO MOOCA 2045,GPA,0.0,0.0,1.0
NATURAL DA TERRA LAPA SP,NATURAL DA TERRA,0.0,0.0,1.0
MINUTO PAO MASCOTE IIV 5130,GPA,0.0,0.0,1.0
PA LIMEIRA 5171,GPA,0.0,0.0,1.0
MINUTO PAO MARIA CAROLINA 5205,GPA,0.0,0.0,1.0
NOSSO HORTI FRUTI LOJA 02,NOSSO,0.0,0.0,1.0
NOSSO HORTI FRUTI LOJA 01,NOSSO,0.0,0.0,1.0
PA SANTOS BARTOLOMEU 1758,GPA,0.0,0.0,1.0
MINUTO PAO JOSE BONIFACIO 1536,GPA,0.0,0.0,1.0
NOSSO HORTI FRUTI LJ 03 SANTOS,NOSSO,0.0,0.0,1.0
MINUTO PAO JAUAPERI 1407,GPA,0.0,0.0,1.0
EXTREMO NORTE LOGISTICA LTDA,SUBWAY,0.0,0.0,1.0
MINUTO PAO SUMAREZINHO 5433,GPA,0.0,0.0,1.0
NATURAL DA TERRA VL MASCOTE 16,NATURAL DA TERRA,0.0,0.0,1.0
MINUTO PAO SP PAULISTANIA 5689,GPA,0.0,0.0,1.0
POUPE REAL LJ 02,POUPE REAL,0.0,0.0,1.0
MINUTO PAO SANTANA 5030,GPA,0.0,0.0,1.0
OBA SP VILA MASCOTE,OBA,0.0,0.0,1.0
MINUTO PAO REAL PARQUE 5864,GPA,0.0,0.0,1.0
CALEGARIS PAULINIA MATRIZ LJ01,CALEGARIS,0.0,0.0,1.0
MINUTO PAO R D PINHEIROS 2019,GPA,0.0,0.0,1.0
ST MARCHE SP VILA OLIMPIA,ST MARCHE,0.0,0.0,1.0
MINUTO PAO PEIXOTO GOMIDE 5397,GPA,0.0,0.0,1.0
SAVEGNAGO AMERICANA 57,SAVEGNAGO,0.0,0.0,1.0
MINUTO PAO PAMARIS 4952,GPA,0.0,0.0,1.0
NATURAL DA TERRA TATUAPE 13,NATURAL DA TERRA,0.0,0.0,1.0
MINUTO PAO PAES DE BARROS 5081,GPA,0.0,0.0,1.0
VARANDA SP SHOP CIDADE JARDINS,VARANDA,0.0,0.0,1.0
MINUTO PLATINA 723,GPA,0.0,0.0,1.0
NATURAL DA TERRA ST CECILIA 04,NATURAL DA TERRA,0.0,0.0,1.0
MINUTO PENA FORTE MENDES 5088,GPA,0.0,0.0,1.0
SAVEGNAGO RIO CLARO 46,SAVEGNAGO,0.0,0.0,1.0
MINUTO PAULISTA SANTANDER 159,GPA,0.0,0.0,1.0
UNIAO BRAGANCA 11,UNIAO,0.0,0.0,1.0
MINUTO PATRIOTAS-IPIRANGA 2095,GPA,0.0,0.0,1.0
B7 COOP MAUA,BENASSI,0.0,0.0,1.0
MINUTO PAO WASHINGTON LUIZ1472,GPA,0.0,0.0,1.0
OBA CPS NOVA CAMPINAS,OBA,0.0,0.0,1.0
MINUTO PAO VILA ANDRADE 701,GPA,0.0,0.0,1.0
CARREFOUR SP CACAPAVA CVA,CARREFOUR,0.0,0.0,1.0
MINUTO PAO V MASCOTE 2083,GPA,0.0,0.0,1.0
SAMS CLUB SP MORUMBI,BIG,0.0,0.0,1.0
MINUTO PAO TONELEROS 2132,GPA,0.0,0.0,1.0
AGUA FRIA HORTIFRUTI SP,AGUA FRIA,0.0,0.0,1.0
MINUTO SP SANSAO ALVES II 721,GPA,0.0,0.0,1.0
SAMS CLUB SAO JOSE DOS CAMPOS,SAMS CLUB,0.0,0.0,1.0
MINUTO SOLON FERNANDES 704,GPA,0.0,0.0,1.0
GT6 SP MOEMA,GT6,0.0,0.0,1.0
MINUTO SEDE BRIGADEIRO 2798,GPA,0.0,0.0,1.0
SAMS CLUB SAO JOSE DO RIO PTO,SAMS CLUB,0.0,0.0,1.0
MINUTO SAO CARLOS II 1428,GPA,0.0,0.0,1.0
ASSAI 354 SJC,ASSAI,0.0,0.0,1.0
MINUTO RIO NEGRO-BARUERI 5398,GPA,0.0,0.0,1.0
OBA BAURU,OBA,0.0,0.0,1.0
MINUTO REI ALBERTO STS 5430,GPA,0.0,0.0,1.0
SAMS CLUB RIBEIRAO PRETO,BIG,0.0,0.0,1.0
MINUTO PRINCESA DOESTE 1524,GPA,0.0,0.0,1.0
SAMS CLUB SAO BERNARDO DO CAMP,SAMS CLUB,0.0,0.0,1.0
MINUTO PQ CAMPOLIM 5701,GPA,0.0,0.0,1.0
B34 COOP VILA LUZITA,BENASSI,0.0,0.0,1.0
MME ATALIBA LEONEL 2209,GPA,0.0,0.0,1.0
NUTRICAR BRASIL ST PARNAIBA,NUTRICAR,0.0,0.0,1.0
MME ALBERTO BYINGTON 5222,GPA,0.0,0.0,1.0
SERRA AZUL 03,SERRA AZUL,0.0,0.0,1.0
MME AGUAS DE S PEDRO 5021,GPA,0.0,0.0,1.0
OBA RP SANTA URSULA RUA,OBA,0.0,0.0,1.0
MINUTO VITORIA REGIA 5068,GPA,0.0,0.0,1.0
SAMS CLUB RADIAL SP,SAMS CLUB,0.0,0.0,1.0
MINUTO VERGUEIRO VL MAR 4951,GPA,0.0,0.0,1.0
OBA PRESIDENTE JUCELINO SJRP,OBA,0.0,0.0,1.0
MINUTO TOLENTINO SANTOS 5140,GPA,0.0,0.0,1.0
ASSAI 200 JUNDIAI,ASSAI,0.0,0.0,1.0
MINUTO TIMBIRAS-SANTOS 5860,GPA,0.0,0.0,1.0
TRELA RETAIL,TRELA RETAIL,0.0,0.0,1.0
MINUTO TAUBATE AV ITALIA 1232,GPA,0.0,0.0,1.0
SUP 5 ESTRELAS LJ02 VINHEDO,VAREJO,0.0,0.0,1.0
MME CORIFEU AZV MARQ 5084,GPA,0.0,0.0,1.0
OBA JUNDIAI SHOP IGUATEMI,OBA,0.0,0.0,1.0
MME CASA VERDE II 5116,GPA,0.0,0.0,1.0
SAVEGNAGO PRATICO SERTAOZINHO,SAVEGNAGO,0.0,0.0,1.0
MME CARIJOS 5102,GPA,0.0,0.0,1.0
OBA ITU,OBA,0.0,0.0,1.0
MME CANGAIBA 2141,GPA,0.0,0.0,1.0
SANTO COMERCIO ELIAS MALUF,SANTO,0.0,0.0,1.0
MME BOTURUSSU 2182,GPA,0.0,0.0,1.0
SANTO COMERCIO ALPES,SANTO,0.0,0.0,1.0
MME BARAO DE LIMEIRA 2173,GPA,0.0,0.0,1.0
B45 CHAMA SP TATUAPE 14,BENASSI,0.0,0.0,1.0
MME AV CANDIDO PORT 5204,GPA,0.0,0.0,1.0
SUPERMERCADO VITORIA SJBV,VITORIA,0.0,0.0,1.0
MME ATLANTICA 2202,GPA,0.0,0.0,1.0
ZARELLI SUPERMERCADOS LJ 06,ZARELLI,0.0,0.0,1.0
MME MUTINGA S DOMING 2191,GPA,0.0,0.0,1.0
SUP 5 ESTRELAS LJ01 CPS,VAREJO,0.0,0.0,1.0
MME MARTINS FONTES 5105,GPA,0.0,0.0,1.0
GRICKI 08,GRICKI,0.0,0.0,1.0
MME LITUANA 2085,GPA,0.0,0.0,1.0
OBA SP MARKET PLACE,OBA,0.0,0.0,1.0
MME JOSE PAULINO 5259,GPA,0.0,0.0,1.0
SAO JOSE SUPERMERCADOS LOJA 02,SAN MICHEL,0.0,0.0,1.0
MME ITINGUCU 5012,GPA,0.0,0.0,1.0
OBA SP INTERLAGOS,OBA,0.0,0.0,1.0
MME GERALDO FRAGA OL 5099,GPA,0.0,0.0,1.0
