store,network,state,city,sales_2024,sales_2025,qty_2024,qty_2025,price_2025,sort_2025,growth_abs,growth_pct
SAVEGNAGO ARARAS 41,SAVEGNAGO,SP,ARARAS,3553.779999999998,59684.64000000004,1230.0,18451.0,3.234764511408598,29,56130.860000000044,15.794691849242238
HIROTA ACLIMACAO 05 SP,HIROTA,SP,SAO PAULO,16337.15000000001,59144.239999999896,4665.0,18607.0,3.178601601547799,25,42807.08999999989,2.6202299666710447
OBA CPS SOUSAS,OBA,SP,CAMPINAS,18122.67999999999,59122.26000000005,5924.0,17179.0,3.441542581058272,24,40999.58000000006,2.2623353720310733
SAVEGNAGO SUMARE 39,SAVEGNAGO,SP,SUMARE,24649.170000000016,58879.06000000029,8975.0,18726.0,3.144241162020735,29,34229.890000000276,1.388683270065493
VAREJAO PASSARINHO ARA CENTRO,VAREJAO PASSARINHO,SP,ARARAQUARA,35322.55999999999,58739.250000000124,9207.0,15125.0,3.8835867768595125,12,23416.690000000133,0.6629386431787543
EXTRA SP ITAIM BIBI 1341,GPA,SP,SAO PAULO,38890.39999999979,58607.75999999986,9468.0,13712.0,4.274194865810958,16,19717.360000000066,0.5069981280727422
OBA CPS AMOREIRAS,OBA,SP,CAMPINAS,48002.46000000002,58555.299999999894,15929.0,18106.0,3.2340273942339497,23,10552.839999999873,0.2198395665555446
PA JOAQUIM FLORIANO 1204,GPA,SP,SAO PAULO,57310.54999999988,58250.679999999906,14426.0,14247.0,4.088627781287282,17,940.1300000000265,0.016404135015281263
ST MARCHE SP ALDEIA SERRA 17,ST MARCHE,SP,BARUERI,4505.53,58186.68000000004,1135.0,14713.0,3.954780126418816,27,53681.15000000004,11.91450284428248
BOA JUNDIAI 04 SHOP,BOA,SP,JUNDIAI,51416.10000000005,57358.08000000011,16520.0,18799.0,3.0511239959572376,16,5941.980000000061,0.11556652488228503
PA MOEMA 1221,GPA,SP,SAO PAULO,55298.31999999966,56613.04999999963,13219.0,13302.0,4.2559803037137,17,1314.729999999974,0.023775224997793387
PA SJRP DAMHA 2424,GPA,SP,SAO JOSE DO RIO PRETO,31925.34999999995,56253.73999999984,7718.0,13184.0,4.266818871359211,16,24328.389999999887,0.7620398836661124
PA AUGUSTO TOLLE 2073,GPA,SP,SAO PAULO,49437.7499999998,56039.72999999974,12376.0,13560.0,4.132723451327415,17,6601.979999999938,0.13354127159913154
PA SHOP JD SUL 2416,GPA,SP,SAO PAULO,50849.10999999974,53969.9399999998,12668.0,13176.0,4.096079234972662,17,3120.83000000006,0.06137432887222749
PA BARAO 1293,GPA,SP,CAMPINAS,46822.06999999981,53607.58999999984,11586.0,12875.0,4.163696310679599,17,6785.520000000026,0.14492140138187093
ST MARCHE SP MORUMBI 01,ST MARCHE,SP,SAO PAULO,3538.36,53582.78000000007,831.0,12866.0,4.164680553396555,26,50044.42000000007,14.143394114787661
SEMPRE VALE LIMEIRA 06,SEMPRE VALE,SP,LIMEIRA,53306.61999999955,53505.1200000002,18400.0,16671.0,3.209472737088369,21,198.50000000064756,0.0037237401283489735
PA APINAJES 0106,GPA,SP,SAO PAULO,50802.81999999997,53381.06999999985,12442.0,12821.0,4.163565244520696,14,2578.2499999998763,0.05075013552397056
SAVEGNAGO ARARAQUARA 22,SAVEGNAGO,SP,ARARAQUARA,74537.29000000018,53152.95000000019,25538.0,18027.0,2.948518888334176,29,-21384.33999999999,-0.28689451950828826
EXTRA PRES. VARGAS 2134,GPA,SP,RIBEIRAO PRETO,48407.709999999606,53068.10999999998,12822.0,13208.0,4.017876287098726,14,4660.4000000003725,0.09627392000159496
PA INDAIATUBA 2385,GPA,SP,INDAIATUBA,54576.17999999967,53031.70999999978,13849.0,13080.0,4.054412079510687,16,-1544.469999999892,-0.028299342313806153
ENXUTO RIO CLARO I LJ 06,ENXUTO,SP,RIO CLARO,55243.17000000022,52783.659999999894,19434.0,18400.0,2.8686771739130377,20,-2459.510000000322,-0.044521521846054735
SAVEGNAGO SERTAOZINHO 02,SAVEGNAGO,SP,SERTAOZINHO,40048.730000000345,52554.300000000265,13446.0,17310.0,3.0360658578856308,29,12505.56999999992,0.3122588406673523
NATURAL DA TERRA JD MARAJOA SP,NATURAL DA TERRA,SP,SAO PAULO,19266.29000000003,52308.84000000022,5748.0,14692.0,3.560362101824137,21,33042.55000000019,1.7150447750968216
SAVEGNAGO SAO CARLOS 33,SAVEGNAGO,SP,SAO CARLOS,61113.960000000196,52253.9500000001,19550.0,17419.0,2.9998249038406395,29,-8860.010000000097,-0.1449752233368623
SAVEGNAGO PIRACICABA 38,SAVEGNAGO,SP,PIRACICABA,24950.900000000034,52249.20000000017,8826.0,16388.0,3.188259702221148,29,27298.300000000138,1.0940807746413999
CARREFOUR CPS BRANDINA CAI,CARREFOUR,SP,CAMPINAS,24422.100000000046,51781.589999999866,4914.0,10660.0,4.85756003752344,26,27359.48999999982,1.1202758976500697
MERCADO QUALIDADE RIO CLARO,M.QUALIDADE,SP,RIO CLARO,3170.27,51520.590000000295,989.0,14107.0,3.652129439285482,28,48350.3200000003,15.251167881600082
PA VIEIRA DE MORAIS 1227,GPA,SP,SAO PAULO,49732.40999999978,51238.55999999981,11766.0,11843.0,4.326484843367374,14,1506.1500000000306,0.030285079689482908
OBA CPS CENTRO,OBA,SP,CAMPINAS,36934.489999999874,51081.08999999985,12486.0,16411.0,3.1126128816037935,26,14146.599999999977,0.3830186906601398
PA SANTANA 0116,GPA,SP,SAO PAULO,54699.789999999804,51067.639999999825,13652.0,12324.0,4.143755274261589,17,-3632.1499999999796,-0.06640153463111997
ST MARCHE SP FORTIS 09,ST MARCHE,SP,SAO PAULO,12444.650000000009,50567.2399999999,3082.0,12140.0,4.165341021416796,27,38122.589999999895,3.063371810376336
OBA SP PENHA,OBA,SP,SAO PAULO,51791.71999999993,50044.869999999915,17518.0,15650.0,3.19775527156549,20,-1746.850000000013,-0.03372836430224779
SAVEGNAGO LIMEIRA 40,SAVEGNAGO,SP,LIMEIRA,7479.309999999998,49730.860000000175,2577.0,16083.0,3.092138282658719,29,42251.55000000018,5.649124050213214
PA VALINHOS PORTAL 0022,GPA,SP,VALINHOS,47607.699999999764,49597.60999999982,12700.0,12270.0,4.042185004074965,17,1989.9100000000544,0.04179807048019679
PA SJRP BADY BASSIT 2383,GPA,SP,SAO JOSE DO RIO PRETO,27503.41999999992,49117.62999999985,6690.0,11949.0,4.110605908444209,16,21614.209999999934,0.7858735386362858
SAMS CLUB SOROCABA,BIG,SP,SOROCABA,54700.51999999978,49105.379999999735,13179.0,11632.0,4.221576685006855,27,-5595.140000000043,-0.10228677899223015
PA APIACAS 1223,GPA,SP,SAO PAULO,46619.009999999944,48532.189999999755,11572.0,11933.0,4.0670569010307345,15,1913.1799999998111,0.0410386235143092
PA LAVANDISCA 2457,GPA,SP,SAO PAULO,50390.57999999971,48150.28999999972,12528.0,11765.0,4.092672333191646,17,-2240.2899999999936,-0.04445850791953587
PA POMPEIA 1166,GPA,SP,SAO PAULO,45212.89999999992,48094.03999999977,11220.0,11752.0,4.092413206262744,16,2881.1399999998466,0.06372384872458636
EMPORIO NOVA ERA MANAUS,EMPORIO NOVA ERA,AM,MANAUS,48036.64000000002,46915.75000000004,11237.0,10683.0,4.391626883834133,14,-1120.8899999999849,-0.02333406333165655
HIROTA MOOCA 09 SP,HIROTA,SP,SAO PAULO,11733.320000000022,46803.649999999856,3408.0,14803.0,3.1617678848881887,25,35070.329999999834,2.9889519760817715
PA V.N.CONCEICAO 0174,GPA,SP,SAO PAULO,37477.70999999993,46544.72999999984,9480.0,11294.0,4.121190897821839,17,9067.019999999917,0.24193100378865018
PA PQ PRADO 2373,GPA,SP,CAMPINAS,40542.97999999991,46152.74999999984,10315.0,11551.0,3.9955631547052066,17,5609.769999999931,0.13836600072318173
BOA JUNDIAI 15,BOA,SP,JUNDIAI,0.0,45631.46000000011,0.0,13144.0,3.471657029823502,24,45631.46000000011,
NATURAL DA TERRA ST CECILIA SP,NATURAL DA TERRA,SP,SAO PAULO,29599.479999999992,45157.40999999997,8427.0,12402.0,3.6411393323657446,24,15557.929999999975,0.5256149770198659
PA IBIRAPUERA 1205,GPA,SP,SAO PAULO,43108.5799999998,44721.52999999999,10522.0,10328.0,4.3301249031758315,15,1612.9500000001935,0.037415985402446506
PA SOUZA 1878,GPA,SP,CAMPINAS,47476.69999999997,44691.98999999984,11197.0,10820.0,4.13049815157115,17,-2784.71000000013,-0.05865424513498474
ST MARCHE SP COTOXO 23,ST MARCHE,SP,SAO PAULO,12840.750000000036,44259.01999999999,3214.0,10643.0,4.158509818660151,26,31418.269999999953,2.4467628448493945
BONFLEX JD EUROPA,FRUTTIMIX,SP,JAGUARIUNA,43378.42000000017,44118.48000000014,13530.0,14028.0,3.1450299401197706,28,740.0599999999686,0.017060556839091134
PA CANTAREIRA 1291,GPA,SP,SAO PAULO,39788.59999999988,43968.80999999985,9801.0,10205.0,4.308555609995086,16,4180.20999999997,0.10506049471456613
PA JABAQUARA 2336,GPA,SP,SAO PAULO,50013.770000000026,43872.2,12461.0,10755.0,4.079237563923756,16,-6141.570000000029,-0.1227975815460427
OBA SP MOOCA,OBA,SP,SAO PAULO,17172.950000000015,43301.79999999988,6308.0,19172.0,2.258595868975583,26,26128.849999999864,1.5215120290922548
CENOURAO RP 02,CENOURAO,SP,RIBEIRAO PRETO,26255.109999999975,42668.89000000004,6793.0,10961.0,3.892791716084303,20,16413.780000000068,0.625165158325373
PA RUBEM BERTA 1026,GPA,SP,SAO PAULO,47559.619999999806,41856.73999999985,11414.0,9659.0,4.333444455947806,17,-5702.879999999954,-0.119910125438344
PA SHOP IGUATEM 1203,GPA,SP,SAO PAULO,28809.9099999999,41622.47999999983,6958.0,9893.0,4.2072657434549505,17,12812.569999999927,0.44472787315198037
OBA SP ANALIA FRANCO,OBA,SP,SAO PAULO,0.0,41272.59999999997,0.0,14981.0,2.7549963286829966,18,41272.59999999997,
PA PCA PANAMERICANA 2408 (LOJA,GPA,SP,SAO PAULO,34711.63999999979,41197.07999999983,8571.0,9824.0,4.193513843648191,16,6485.440000000039,0.1868376141259842
PA SUMARE 0062,GPA,SP,SAO PAULO,48912.10999999961,40307.15999999982,12605.0,10078.0,3.9995197459813276,17,-8604.949999999786,-0.1759267796870725
PA CASA VERDE 2318,GPA,SP,SAO PAULO,38098.61999999994,40204.85999999977,9831.0,9801.0,4.102118151209036,16,2106.2399999998306,0.055283892172468097
SAN MICHEL POCOS DE CALDAS 04,SAN MICHEL,MG,POCOS DE CALDAS,27643.829999999925,40096.730000000134,11883.0,17095.0,2.3455238373793583,23,12452.900000000209,0.45047665247544355
PA VILA LEOPOLDINA 1696,GPA,SP,SAO PAULO,58610.0599999999,39809.97999999975,14115.0,9585.0,4.153362545644209,17,-18800.080000000155,-0.3207654112621653
PA AFONSO BRAZ 0011,GPA,SP,SAO PAULO,37379.58999999986,38965.19999999986,9056.0,9412.0,4.139949001274953,17,1585.6100000000006,0.04241913835866051
PA CASTELO 0026,GPA,SP,CAMPINAS,43423.88999999991,38871.6399999999,10938.0,9560.0,4.066071129707102,17,-4552.250000000015,-0.10483284661968384
SUPERMERCADO CPS TAQUARAL,SUP. TAQUARAL,SP,CAMPINAS,37633.74000000004,38840.8500000001,12407.0,11811.0,3.288531877063763,25,1207.1100000000588,0.032075206981821536
OBA CPS BONFIM,OBA,SP,CAMPINAS,36749.55999999976,38748.41999999994,12958.0,13156.0,2.9453040437823,26,1998.8600000001825,0.054391399516081185
BOA JUNDIAI CENTRO 13,BOA,SP,JUNDIAI,5151.15,38748.250000000065,1968.0,13025.0,2.9749136276391606,16,33597.100000000064,6.522252312590406
SAVEGNAGO SAO CARLOS 29,SAVEGNAGO,SP,SAO CARLOS,39154.33000000016,38253.2500000001,12992.0,12368.0,3.092921248382932,29,-901.08000000006,-0.02301354664988664
PA MARIA AMALIA 2380,GPA,SP,SAO PAULO,46571.25999999991,38219.54999999989,11372.0,8879.0,4.304488118031297,17,-8351.710000000021,-0.17933184543428793
PA S.J.C SHOPPING 1175,GPA,SP,SAO JOSE DOS CAMPOS,40509.319999999876,38198.01999999994,9572.0,8823.0,4.329368695455054,14,-2311.2999999999374,-0.05705600587716464
HIROTA IPIRANGA 03 SP,HIROTA,SP,SAO PAULO,11151.000000000015,37413.60000000002,3096.0,10921.0,3.4258401245307226,19,26262.600000000006,2.355178907721278
UNIAO BRAGANCA 05,UNIAO,SP,BRAGANCA PAULISTA,32158.710000000086,37378.330000000075,9387.0,11429.0,3.2704812319538084,28,5219.619999999988,0.16230812740933875
PA GRANJA SAO CAMILO 1885,GPA,SP,COTIA,26644.859999999917,37224.559999999925,6704.0,9223.0,4.036057681882243,17,10579.700000000008,0.397063448635123
COVABRA 16 RIO CLARO,COVABRA,SP,RIO CLARO,35243.53000000005,37118.38000000008,12201.0,13309.0,2.788968367270274,22,1874.8500000000276,0.053196998144057206
EMPORIO DO VOVO  PIRACICABA,EMP. VOVO,SP,PIRACICABA,40870.52999999983,35937.18000000012,11286.0,9898.0,3.6307516670034468,23,-4933.349999999715,-0.12070677820913345
PA MANDAQUI 2081,GPA,SP,SAO PAULO,40894.65999999998,35791.60999999988,10100.0,8647.0,4.139193940094817,16,-5103.050000000105,-0.12478524090920695
SAVEGNAGO RP 08,SAVEGNAGO,SP,RIBEIRAO PRETO,27144.67000000011,35553.08000000005,9124.0,11578.0,3.0707445154603605,29,8408.409999999942,0.30976283741890787
OBA AMERICANA CILUS,OBA,SP,AMERICANA,37016.0799999998,35280.65999999988,15233.0,13780.0,2.560280116110296,26,-1735.4199999999182,-0.04688286820214149
CARREFOUR CPS CAM SHOP BIG WMB,CARREFOUR,SP,CAMPINAS,37729.95999999968,35251.549999999836,9640.0,8359.0,4.217197033137915,22,-2478.4099999998434,-0.06568811628742421
DIA CPS TAQUARAL,OBA,SP,CAMPINAS,54440.27999999977,35134.79000000004,20505.0,14220.0,2.4708009845288355,19,-19305.489999999736,-0.3546177572929422
SAN MICHEL POCOS DE CALDAS 06,SAN MICHEL,MG,POCOS DE CALDAS,19648.12999999997,34968.56000000008,8425.0,14762.0,2.368822652757084,23,15320.43000000011,0.7797398531056206
SAVEGNAGO SAO CARLOS 35,SAVEGNAGO,SP,SAO CARLOS,38367.510000000155,34723.57000000001,12842.0,11356.0,3.0577289538569925,29,-3643.940000000148,-0.09497462827272696
PA MARACATINS 2435,GPA,SP,SAO PAULO,29659.46999999996,34398.98999999992,7049.0,8262.0,4.163518518518509,17,4739.519999999957,0.15979786557210773
SUPERMERCADO NOVA MAKIM,NOVA MAKIM,SP,HOLAMBRA,7946.220000000003,34352.300000000025,2254.0,9503.0,3.6148900347258786,21,26406.080000000024,3.3230995366350307
MINUTO PAO PAMPLONA 129,GPA,SP,SAO PAULO,37125.01999999989,34180.68999999988,9260.0,8379.0,4.079328082110022,12,-2944.330000000009,-0.07930850946342971
PA PACAEMBU 0039,GPA,SP,SAO PAULO,42039.77000000005,33832.639999999905,10571.0,8334.0,4.059592032637378,17,-8207.130000000143,-0.19522299955494837
BUONA GENTE,BUONA GENTE,SP,ARTUR NOGUEIRA,35027.38999999995,33780.46000000003,9686.0,9388.0,3.5982594801874765,22,-1246.9299999999203,-0.035598712892965234
PA DR. CESAR 2464,GPA,SP,SAO PAULO,31210.9399999999,33561.759999999944,8073.0,8337.0,4.025639918435881,17,2350.8200000000434,0.07532038445493949
ST MARCHE BROOKLIN 36 SP,ST MARCHE,SP,SAO PAULO,0.0,33483.54000000007,0.0,8368.0,4.001379063097523,27,33483.54000000007,
UNIAO BRAGANCA 12,UNIAO,SP,BRAGANCA PAULISTA,37513.80999999989,33337.09000000005,11023.0,9823.0,3.39377888628729,28,-4176.719999999841,-0.11133819785300014
NATURAL DA TERRA ITAIM BIBI SP,NATURAL DA TERRA,SP,SAO PAULO,0.0,33240.069999999985,0.0,9624.0,3.4538726101413117,26,33240.069999999985,
SAN MICHEL POCOS DE CALDAS 05,SAN MICHEL,MG,POCOS DE CALDAS,20469.21999999993,33140.16000000006,8891.0,14008.0,2.3658023986293593,28,12670.940000000133,0.6190240761494663
PALATO SUPERMERCADO LOJA 01,PALATO,AL,MACEIO,0.0,32427.82999999997,0.0,9407.0,3.4472020835547963,26,32427.82999999997,
BOA JUNDIAI 14,BOA,SP,JUNDIAI,0.0,31975.79000000008,0.0,10636.0,3.006373636705536,14,31975.79000000008,
PA CONSOLACAO 0008,GPA,SP,SAO PAULO,29064.319999999872,31138.7099999999,6855.0,7195.0,4.327826268241821,16,2074.3900000000285,0.07137239061502343
SUPER SANI,SANI,SP,HOLAMBRA,24396.739999999976,30804.650000000074,6275.0,8016.0,3.8428954590818454,26,6407.910000000098,0.26265435463918974
SAN MICHEL POCOS DE CALDAS 07,SAN MICHEL,MG,POCOS DE CALDAS,13386.669999999995,30568.370000000046,5779.0,13075.0,2.337925047801151,23,17181.70000000005,1.2834932063014968
EMPORIO SANTA MARIA,ST MARCHE,SP,SAO PAULO,274.57,30562.37999999999,60.0,7596.0,4.023483412322274,28,30287.80999999999,110.30997559820807
OBA SJC AQUARIUS,OBA,SP,SAO JOSE DOS CAMPOS,0.0,30318.660000000007,0.0,9225.0,3.2865756097560985,18,30318.660000000007,
HORTIFRUTI GUANABARA,H.FARTURA,SP,CAMPINAS,16270.839999999967,29907.41000000012,4333.0,8589.0,3.4820596111305298,14,13636.570000000153,0.8380987091016923
PA GUATAS 1768,GPA,SP,SAO PAULO,21368.589999999975,29340.92,4975.0,6824.0,4.299665885111371,14,7972.330000000024,0.37308638520370474
NATURAL DA TERRA BOA VISTA SP,NATURAL DA TERRA,SP,SAO PAULO,16038.559999999985,29200.300000000017,4762.0,8660.0,3.3718591224018497,27,13161.740000000033,0.8206310292195835
COVABRA 22 VINHEDO,COVABRA,SP,VINHEDO,0.0,28971.339999999967,0.0,10053.0,2.8818601412513645,27,28971.339999999967,
HIROTA CAMPO BELO LJ 11 SP,HIROTA,SP,SAO PAULO,8866.129999999981,28549.450000000157,2459.0,8723.0,3.272893499942698,21,19683.320000000174,2.220057680182923
PA CARNEIRO DA CUNHA 2461,GPA,SP,SAO PAULO,40722.92999999992,28428.01999999999,9500.0,6525.0,4.3567846743295,8,-12294.90999999993,-0.30191614404955525
PASTORINHO PERDIZES SP,PASTORINHO,SP,SAO PAULO,0.0,28207.939999999984,0.0,8263.0,3.413764976400821,28,28207.939999999984,
SAN MICHEL POCOS DE CALDAS 03,SAN MICHEL,MG,POCOS DE CALDAS,17599.06999999995,27438.679999999986,7701.0,11821.0,2.3211809491582764,23,9839.610000000037,0.5590982932620909
MAMBO PETIT LUIS COELHO,MAMBO,SP,SAO PAULO,2916.0499999999993,27109.830000000005,869.0,7790.0,3.480080872913993,19,24193.780000000006,8.296764458771287
SAN MICHEL POCOS DE CALDAS 08,SAN MICHEL,MG,POCOS DE CALDAS,2447.0499999999993,26877.620000000075,1061.0,11397.0,2.358306571904894,23,24430.570000000076,9.983682393085585
MAMBO PETIT PANAMBY,MAMBO,SP,SAO PAULO,2588.8399999999992,26276.979999999967,770.0,7728.0,3.400230331262936,18,23688.139999999967,9.150098113440759
PA PINDAMONHANGABA 1270,GPA,SP,PINDAMONHANGABA,26875.22999999993,26096.209999999945,7042.0,6509.0,4.009250268858495,16,-779.0199999999859,-0.028986542626797562
DB MANAUS 01,DB,AM,MANAUS,38351.789999999884,25775.58999999996,9144.0,5838.0,4.415140459061315,15,-12576.199999999924,-0.3279168977510557
MINUTO PAO L VASCONCELOS  77,GPA,SP,SAO PAULO,27051.959999999966,25324.250000000025,7103.0,6246.0,4.054474863912908,12,-1727.709999999941,-0.06386635201293889
EXTRA MERCADO RIC JAFET 1359,GPA,SP,SAO PAULO,15952.560000000007,25269.33999999986,4192.0,6494.0,3.891182630120089,12,9316.779999999851,0.584030400136395
NATURAL DA TERRA VILA MADAL SP,NATURAL DA TERRA,SP,SAO PAULO,0.0,24782.739999999936,0.0,7113.0,3.484147335863902,24,24782.739999999936,
PA ARARAQUARA SHOP 1182,GPA,SP,ARARAQUARA,24834.189999999875,24465.960000000043,6514.0,6209.0,3.9404026413271125,16,-368.2299999998322,-0.01482754219081972
CARREFOUR CPS DOM PEDRO CPS,CARREFOUR,SP,CAMPINAS,17995.99000000005,24080.639999999996,3631.0,4842.0,4.973283767038413,26,6084.649999999947,0.3381114348251988
BIG SJC 3707,BIG,SP,SAO JOSE DOS CAMPOS,14608.48000000003,23701.619999999937,3672.0,5445.0,4.352914600550952,23,9093.139999999907,0.6224562719735309
OBA SP VILA PRUDENTE IBITIRAMA,OBA,SP,SAO PAULO,15458.260000000035,23633.240000000016,4928.0,7033.0,3.3603355609270604,18,8174.979999999981,0.5288421853429792
LAVAPES 01 MOGI MIRIM,CUBATAO,SP,MOJI-MIRIM,17058.640000000072,23205.77000000006,5157.0,7020.0,3.3056652421652504,26,6147.1299999999865,0.3603528768999147
HIROTA IPIRANGA 07 SP,HIROTA,SP,SAO PAULO,5855.239999999998,23024.76000000001,1629.0,7254.0,3.174077750206784,22,17169.52000000001,2.932334114400096
PA SJC AQUARIUS 361,GPA,SP,SAO JOSE DOS CAMPOS,27658.650000000005,22823.330000000034,6524.0,5255.0,4.343164605137971,12,-4835.319999999971,-0.17482125844898322
SABOR DA ROCA SP,SABOR DA ROCA,SP,SAO PAULO,0.0,22735.83999999995,0.0,6261.0,3.6313432359047995,26,22735.83999999995,
MINUTO PAO VILA  ANDRADE 5431,GPA,SP,SAO PAULO,25670.369999999908,22622.90999999996,6833.0,5758.0,3.9289527613754704,12,-3047.459999999948,-0.1187150789022503
PALATO SUPERMERCADO LOJA 03,PALATO,AL,MACEIO,0.0,22568.089999999993,0.0,6576.0,3.4318871654501204,26,22568.089999999993,
EXTRA SP ANHANGUERA 1307,GPA,SP,SAO PAULO,5981.160000000004,22438.969999999998,1647.0,5640.0,3.9785407801418433,16,16457.809999999994,2.7516083836580165
PA TAUBATE INDEPENDENCIA 0186,GPA,SP,TAUBATE,24385.96999999993,22363.329999999885,6231.0,5482.0,4.079410798978454,17,-2022.640000000043,-0.082942774062301
HIROTA SP VILA GUMERCINDO 13,HIROTA,SP,SAO PAULO,8159.989999999996,22143.29000000001,2355.0,6997.0,3.164683435758184,23,13983.300000000016,1.7136418059335883
NATURAL DA TERRA NHAMBI SP,NATURAL DA TERRA,SP,SAO PAULO,0.0,21382.090000000022,0.0,6364.0,3.3598507228158425,25,21382.090000000022,
PA PAMPLONA 1226,GPA,SP,SAO PAULO,22705.95999999996,21063.579999999976,5572.0,5224.0,4.032078866768755,10,-1642.3799999999828,-0.07233255057262433
TUDO DE BOM HOLAMBRA,TUDO DE BOM,SP,HOLAMBRA,29619.4699999999,21059.339999999982,8572.0,6291.0,3.3475345731998063,27,-8560.129999999917,-0.28900348318183766
CAETANO 03 VINHEDO,CAETANO,SP,VINHEDO,0.0,20343.539999999986,0.0,7032.0,2.8929948805460732,27,20343.539999999986,
HIROTA SP VILA MONUMENTO 04,HIROTA,SP,SAO PAULO,7167.040000000008,20102.710000000017,1965.0,6337.0,3.1722755246962313,21,12935.67000000001,1.8048831874804652
DB MANAUS 12,DB,AM,MANAUS,41434.38999999986,19674.87999999994,9851.0,4476.0,4.395638963360129,15,-21759.509999999922,-0.5251557944982416
SAMS CLUB PIRACICABA,BIG,SP,PIRACICABA,8149.120000000023,19463.58,1949.0,4567.0,4.2617867308955555,17,11314.45999999998,1.3884272166810585
SAN MICHEL POCOS DE CALDAS 09,SAN MICHEL,MG,CAMPESTRE,0.0,18334.910000000105,0.0,7748.0,2.366405524006209,22,18334.910000000105,
HIROTA SANTA CECILIA 06 SP,HIROTA,SP,SAO PAULO,0.0,18102.77000000005,0.0,6288.0,2.8789392493638757,25,18102.77000000005,
VAREJAO PASSARINHO SAO CARLOS,VAREJAO PASSARINHO,SP,SAO CARLOS,322.58,18086.300000000007,77.0,4527.0,3.9952065385465003,10,17763.720000000005,55.067642135284295
BIG ARARAS,BIG,SP,ARARAS,15470.700000000004,18044.089999999982,3642.0,4197.0,4.2992828210626595,23,2573.3899999999776,0.16633959678618138
PA SJRP CENTRO 2402,GPA,SP,SAO JOSE DO RIO PRETO,19364.770000000004,17707.760000000017,4712.0,4364.0,4.057690192483964,17,-1657.0099999999875,-0.0855682768243562
PA SOROCABA 0014,GPA,SP,SOROCABA,7079.950000000011,17462.770000000022,1708.0,4127.0,4.2313472255876,17,10382.82000000001,1.466510356711558
BIGLAR MT,BIGLAR,MT,VARZEA GRANDE,0.0,16731.619999999995,0.0,4918.0,3.4021187474583154,12,16731.619999999995,
HIROTA TATUAPE 15 SP,HIROTA,SP,SAO PAULO,0.0,16577.040000000066,0.0,5527.0,2.9992835172788253,23,16577.040000000066,
MAMBO PETIT ALPHAVILLE,MAMBO,SP,BARUERI,0.0,16286.189999999953,0.0,4678.0,3.4814429243266254,18,16286.189999999953,
HIROTA PARAISO 08 SP,HIROTA,SP,SAO PAULO,0.0,16067.370000000032,0.0,5042.0,3.1867056723522476,22,16067.370000000032,
HIROTA PINHEIROS 12 SP,HIROTA,SP,SAO PAULO,0.0,15051.55000000003,0.0,4637.0,3.2459672201854715,24,15051.55000000003,
PAGUE MENOS AMERICANA LJ 03,PAGUE MENOS,SP,AMERICANA,98908.73999999955,14780.880000000006,28455.0,4490.0,3.2919554565701574,13,-84127.85999999955,-0.8505604257015096
SUPERMERCADO JAGUARE SP,SUP. JAGUARE,SP,SAO PAULO,0.0,14751.440000000002,0.0,3969.0,3.7166641471403383,19,14751.440000000002,
PA TAUBATE 2333,GPA,SP,TAUBATE,14804.210000000025,14732.880000000048,3865.0,3526.0,4.178355076574035,17,-71.32999999997628,-0.004818224005196936
MAMBO PERDIZES SP,MAMBO,SP,SAO PAULO,0.0,14416.779999999968,0.0,4268.0,3.377877225866909,20,14416.779999999968,
ABELHA GULOSA PADARIA,ABELHA GULOSA,SP,CAMPINAS,8951.729999999992,14097.539999999983,2425.0,3765.0,3.7443665338645373,12,5145.80999999999,0.5748397237182081
PAGUE MENOS MIRANDOP,PAGUE MENOS,SP,CAMPINAS,85094.63999999972,14054.179999999995,24465.0,4223.0,3.3280085247454405,13,-71040.45999999973,-0.8348405963054777
HIROTA SAO CAETANO 14 SP,HIROTA,SP,SAO CAETANO DO SUL,0.0,13838.760000000022,0.0,4617.0,2.9973489278752483,25,13838.760000000022,
SEMPRE VALE LIMEIRA 21,SEMPRE VALE,SP,LIMEIRA,0.0,13613.219999999923,0.0,4303.0,3.163657913083877,24,13613.219999999923,
KUSHI 02,VAREJO,SP,CAMPINAS,30056.770000000048,13102.719999999992,8238.0,3570.0,3.6702296918767483,28,-16954.050000000054,-0.5640675960856748
HORTIFRUTI PIRASSUNUNGA,H.PIRASSUNUNGA,SP,PIRASSUNUNGA,0.0,12824.429999999997,0.0,3548.0,3.6145518602029303,14,12824.429999999997,
HIROTA SAO BERNARDO 16 SP,HIROTA,SP,SAO BERNARDO DO CAMPO,0.0,12811.400000000018,0.0,4076.0,3.143130520117767,25,12811.400000000018,
PADARIA CPS PIRACAM,PADARIA PIRACAM,SP,CAMPINAS,15511.39999999999,12741.049999999983,4018.0,3188.0,3.9965652446674977,17,-2770.3500000000076,-0.1786008999832387
CASA DE CARNES ST. MARIA JAGUA,C.C ST MARIA,SP,JAGUARIUNA,10584.450000000017,12538.750000000007,2813.0,3282.0,3.8204600853138353,14,1954.2999999999902,0.184638786143823
PAGUE MENOS INDAIATUBA LJ11,PAGUE MENOS,SP,INDAIATUBA,74644.33999999918,12083.839999999993,21194.0,3486.0,3.4663912794033256,13,-62560.499999999185,-0.8381144504727334
