store,network,state,city,sales_2024,sales_2025,qty_2024,qty_2025,price_2025,sort_2025,growth_abs,growth_pct
HIROTA JARDIM LONDRINA 17 SP,HIROTA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
DAKI SP VILA AURORA,DAKI,SP,SAO BERNARDO DO CAMPO,0.0,0.0,0.0,0.0,,0,0.0,
CARREFOUR SP PIRITUBA BPI,CARREFOUR,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
DAKI SP VILA ALICE,DAKI,SP,SANTO ANDRE,0.0,0.0,0.0,0.0,,0,0.0,
B29 COOP PIRACICABA VOLLET 32,BENASSI,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
DB MANAUS 02,DB,AM,MANAUS,0.0,0.0,0.0,0.0,,0,0.0,
SAVEGNAGO CPS 54,SAVEGNAGO,SP,CAMPINAS,0.0,0.0,0.0,0.0,,0,0.0,
D AVO LJ28,DAVO,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
RAPPI SP BOM RETIRO,RAPPI,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
D AVO LJ04,DAVO,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
CARREFOUR SP LIMAO SPL,CARREFOUR,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
SUPERMERCADO DAVITA,DAVITA,SP,AMERICANA,0.0,0.0,0.0,0.0,,0,0.0,
VILA DAS FRUTAS KLABIN,VILA DAS FRUTAS,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
D AOLIO HOLAMBRA,DAOLIO,SP,HOLAMBRA,0.0,0.0,0.0,0.0,,0,0.0,
VILLA REAL SJC URBANOVA,VILLA REAL,SP,SAO JOSE DOS CAMPOS,0.0,0.0,0.0,0.0,,0,0.0,
DALBEN VALINHOS 04,DALBEN,SP,VALINHOS,0.0,0.0,0.0,0.0,,0,0.0,
SUPER INFANGER SANTA LJ01,INFANGER,SP,VINHEDO,0.0,0.0,0.0,0.0,,0,0.0,
DELTA AMERICANA,DELTA,SP,AMERICANA,0.0,0.0,0.0,0.0,,0,0.0,
B47 COOP SAO CAETANO,BENASSI,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
DE MARCHI  LJ 08,DE MARCHI,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
IKEDA HORTIFRUTI PREMIUM,IKEDA,SP,SOROCABA,0.0,0.0,0.0,0.0,,0,0.0,
DE MARCHI  LJ 06,DE MARCHI,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
RAPPI SP ALTO DE PINHEIROS,RAPPI,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
DE MARCHI  LJ 04,DE MARCHI,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
HORTIFRUTI PATRIARCA,HORTIFRUTI PATRIARCA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
DE MARCHI  LJ 02,DE MARCHI,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
SERRA AZUL 02,SERRA AZUL,MG,ANDRADAS,0.0,0.0,0.0,0.0,,0,0.0,
DB MANAUS 34,DB,AM,MANAUS,0.0,0.0,0.0,0.0,,0,0.0,
HORTI FRUTI MANA,HORTI FRUTI MANA,SP,SAO BERNARDO DO CAMPO,0.0,0.0,0.0,0.0,,0,0.0,
DB MANAUS 19,DB,AM,MANAUS,17667.199999999993,0.0,4191.0,0.0,,0,-17667.199999999993,-1.0
RAPPI SJC SOL NASCENTE,RAPPI,SP,SAO JOSE DOS CAMPOS,0.0,0.0,0.0,0.0,,0,0.0,
DB MANAUS 15,DB,AM,MANAUS,19116.30999999999,0.0,4517.0,0.0,,0,-19116.30999999999,-1.0
RAPPI SJC CANDIDO DIAS,RAPPI,SP,SAO JOSE DOS CAMPOS,0.0,0.0,0.0,0.0,,0,0.0,
MERCADO DUBAIRRO SP,DUBAIRRO,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
OBA SP SHOP ALPHAVILLE,OBA,SP,BARUERI,0.0,0.0,0.0,0.0,,0,0.0,
DOM PETROPOLIS,DOM PETROPOLIS,SP,SAO BERNARDO DO CAMPO,0.0,0.0,0.0,0.0,,0,0.0,
HITOMIX LIBERDADE SP,HITOMIX,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
DOM CONSTANTIN,DOM CONSTANTIN,SP,SANTOS,0.0,0.0,0.0,0.0,,0,0.0,
RAPPI SAO CAETANO,RAPPI,SP,SAO CAETANO DO SUL,0.0,0.0,0.0,0.0,,0,0.0,
DELTA PIRACICABA PARQUE JUPIA,DELTA,SP,PIRACICABA,0.0,0.0,0.0,0.0,,0,0.0,
SEMPRE VALE SJBV LJ27,SEMPRE VALE,SP,SAO JOAO DA BOA VISTA,0.0,0.0,0.0,0.0,,0,0.0,
DELTA PIRACICABA DOIS CORREGOS,DELTA,SP,PIRACICABA,0.0,0.0,0.0,0.0,,0,0.0,
SAO VICENTE SOROCABA 14,SAO VICENTE,SP,SOROCABA,0.0,0.0,0.0,0.0,,0,0.0,
DELTA PIRACICABA AREAO,DELTA,SP,PIRACICABA,0.0,0.0,0.0,0.0,,0,0.0,
JOANIN SCS FUND MATRIZ,JOANIN,SP,SAO CAETANO DO SUL,0.0,0.0,0.0,0.0,,0,0.0,
DELTA ITU,DELTA,SP,ITU,0.0,0.0,0.0,0.0,,0,0.0,
RAPPI SANTOS PONTA DA PRAIA,RAPPI,SP,SANTOS,0.0,0.0,0.0,0.0,,0,0.0,
DELTA ARARAS,DELTA,SP,ARARAS,0.0,0.0,0.0,0.0,,0,0.0,
JOANIN SCS CENTRO 10,JOANIN,SP,SAO CAETANO DO SUL,0.0,0.0,0.0,0.0,,0,0.0,
RAPPI SANTOS MACUCO,RAPPI,SP,SANTOS,0.0,0.0,0.0,0.0,,0,0.0,
GRICKI 06,GRICKI,SP,RIBEIRAO PRETO,0.0,0.0,0.0,0.0,,0,0.0,
EMPORIO RECANTO DAS ARVORES RP,EMP. RECANTO ARVORES,SP,RIBEIRAO PRETO,0.0,0.0,0.0,0.0,,0,0.0,
JOANIN SBC ST TEREZ 21,JOANIN,SP,SAO BERNARDO DO CAMPO,0.0,0.0,0.0,0.0,,0,0.0,
SACOLAO DO CAMPO SCS,EMP. HIGIENOPOLIS,SP,SAO CAETANO DO SUL,0.0,0.0,0.0,0.0,,0,0.0,
SEMPRE VALE PORTO FERREIRA 03,SEMPRE VALE,SP,PORTO FERREIRA,0.0,0.0,0.0,0.0,,0,0.0,
LUIZ RAMOS DOS SANTOS,EMP. AUROK,SP,ARTUR NOGUEIRA,0.0,0.0,0.0,0.0,,0,0.0,
JOANIN SBC ASSUNCAO 09,JOANIN,SP,SAO BERNARDO DO CAMPO,0.0,0.0,0.0,0.0,,0,0.0,
EMPORIO AUROK INDAIATUBA LJ04,EMP. AUROK,SP,INDAIATUBA,0.0,0.0,0.0,0.0,,0,0.0,
ST MARCHE SHOP VILLA LOBOS SP,ST MARCHE,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
JOANIN SAO CAETANO LJ10,JOANIN,SP,SAO CAETANO DO SUL,0.0,0.0,0.0,0.0,,0,0.0,
RAPPI JARDINS SP,RAPPI,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
EMPORIO VILA BORGHESE LJ 02,EMP VILA BURGHESE,SP,SANTOS,0.0,0.0,0.0,0.0,,0,0.0,
SEMPRE VALE PAULINIA LJ33,SEMPRE VALE,SP,PAULINIA,0.0,0.0,0.0,0.0,,0,0.0,
EMPORIO SAO JOSE,EMP SAO JOSE,SP,INDAIATUBA,0.0,0.0,0.0,0.0,,0,0.0,
JOANIN SA SAO JORGE 19,JOANIN,SP,SANTO ANDRE,0.0,0.0,0.0,0.0,,0,0.0,
EMPORIUM SAO PAULO JUREMA,EMPORIUM SAO PAULO,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
SUPERMERCADOS SHOPPER SP,SHOPPER,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
EMPORIUM SAO PAULO COTOVIA,EMPORIUM SAO PAULO,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
JOANIN SA CA BRANCA 07,JOANIN,SP,SANTO ANDRE,0.0,0.0,0.0,0.0,,0,0.0,
EMPORIO VILLAMARIN,EMPORIO VILLAMARIN,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
RAPPI CPS TAQUARAL,RAPPI,SP,CAMPINAS,0.0,0.0,0.0,0.0,,0,0.0,
EMPORIO PIRANA,EMPORIO PIRANA,SP,JUNDIAI,0.0,0.0,0.0,0.0,,0,0.0,
JOANIN MOOCA LJ 26,JOANIN,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
EMPORIO NOVA ERA ROMA MANAUS,EMPORIO NOVA ERA,AM,MANAUS,0.0,0.0,0.0,0.0,,0,0.0,
PAGUE MENOS ARARAS L 24,PAGUE MENOS,SP,ARARAS,456.15000000000003,0.0,149.0,0.0,,0,-456.15000000000003,-1.0
EMPORIO NOVA ERA FLORES,EMPORIO NOVA ERA,AM,MANAUS,0.0,0.0,0.0,0.0,,0,0.0,
RAPPI SP MOEMA,RAPPI,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
KALIMERA INDAIATUBA,KALIMERA,SP,INDAIATUBA,0.0,0.0,0.0,0.0,,0,0.0,
ST MARCHE CPS SHOP. IGUATEMI,ST MARCHE,SP,CAMPINAS,0.0,0.0,0.0,0.0,,0,0.0,
EMPORIO TARTUFO RP 02,EMP. TARTUFO,SP,RIBEIRAO PRETO,0.0,0.0,0.0,0.0,,0,0.0,
RAPPI SP MASCOTE,RAPPI,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
SUPERMERCADO EVA HOLAMBRA,EVA,SP,HOLAMBRA,0.0,0.0,0.0,0.0,,0,0.0,
HORTIFRUTI JR INFANGER,VAREJO,SP,ITU,0.0,0.0,0.0,0.0,,0,0.0,
SUPERMERCADO ESTRELA AZUL,ESTRELA AZUL LJ,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
JOANIN SP VL EMA 13,JOANIN,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
ESTRELA AZUL LJ 01,ESTRELA AZUL,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
ANTONELLI AMPARO,ANTONELLI,SP,AMPARO,0.0,0.0,0.0,0.0,,0,0.0,
RAPPI SP LIMAO,RAPPI,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
ST MARCHE SP VILA MASCOTE,ST MARCHE,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
ENXUTO CPS CONTAINER PRIME,ENXUTO,SP,CAMPINAS,0.0,0.0,0.0,0.0,,0,0.0,
VILA MAIS SUPERMERCADOS LJ 01,VILA MAIS,SP,CAMPINAS,0.0,0.0,0.0,0.0,,0,0.0,
ENXUTO CPS CONTAINER NORTE SUL,ENXUTO,SP,CAMPINAS,0.0,0.0,0.0,0.0,,0,0.0,
RAPPI SP LAPA,RAPPI,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
EMPORIUM SP PEDROSO ALVARENGA,EMPORIUM SAO PAULO,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
SEMPRE VALE LIMEIRA 19,SEMPRE VALE,SP,LIMEIRA,0.0,0.0,0.0,0.0,,0,0.0,
FORTE MIX AGUAI,FORTE MIX,SP,AGUAI,0.0,0.0,0.0,0.0,,0,0.0,
JOANIN SP DIADEMA 12,JOANIN,SP,DIADEMA,0.0,0.0,0.0,0.0,,0,0.0,
FORT ATACADO PRAIA GRANDE,FORT ATACADISTA,SP,SANTOS,0.0,0.0,0.0,0.0,,0,0.0,
BARBOSA LJ01 GUARULHOS,BARBOSA,SP,GUARULHOS,0.0,0.0,0.0,0.0,,0,0.0,
FLAMENGO LOJA 03,FLAMENGO,SP,OSASCO,0.0,0.0,0.0,0.0,,0,0.0,
JOANIN SCS STA MARIA20,JOANIN,SP,SAO CAETANO DO SUL,0.0,0.0,0.0,0.0,,0,0.0,
FLAMENGO LOJA 01,FLAMENGO,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
RAPPI SP JARDIM BONFIGLIOLI,RAPPI,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
FELTRIN CPS,FELTRIN,SP,CAMPINAS,0.0,0.0,0.0,0.0,,0,0.0,
JOANIN SCS NV GERTY 03,JOANIN,SP,SAO CAETANO DO SUL,0.0,0.0,0.0,0.0,,0,0.0,
EXAMINE RIO CLARO LJ 04,EXAMINE,SP,RIO CLARO,0.0,0.0,0.0,0.0,,0,0.0,
SEMPRE VALE LIMEIRA 16,SEMPRE VALE,SP,LIMEIRA,0.0,0.0,0.0,0.0,,0,0.0,
EXAMINE RIO CLARO LJ 02,EXAMINE,SP,RIO CLARO,0.0,0.0,0.0,0.0,,0,0.0,
LIDERANCA MAX SUPER. LOJA 02,LIDERANCA,SP,LIMEIRA,0.0,0.0,0.0,0.0,,0,0.0,
EXAMINE CORDEIROPOLIS LJ 07,EXAMINE,SP,CORDEIROPOLIS,0.0,0.0,0.0,0.0,,0,0.0,
RAPPI SP HEITOR PENTEADO,RAPPI,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
ASP PARAISO,FRUTTIMIX,SP,VALINHOS,0.0,0.0,0.0,0.0,,0,0.0,
LF CONGELADOS SP,LF CONGELADOS,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
FRUTTO DA TERRA OSASCO,FRUTO DA TERRA,SP,OSASCO,0.0,0.0,0.0,0.0,,0,0.0,
SE SUPERMERCADOS,GPA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
FRUTARIA RP,FRUTARIA RP,SP,RIBEIRAO PRETO,0.0,0.0,0.0,0.0,,0,0.0,
LEMON 02,LEMON,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
HORTFRUI FREGUESIA,FREGUESIA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
RAPPI SP CIDADE ALTA,RAPPI,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
FORTE MIX LJ 08,FORTE MIX,SP,SAO JOAO DA BOA VISTA,0.0,0.0,0.0,0.0,,0,0.0,
LEME SUPERMERCADO,LEME,SP,SANTO ANTONIO DE POSSE,0.0,0.0,0.0,0.0,,0,0.0,
FORTE MIX LJ 06,FORTE MIX,SP,AGUAI,0.0,0.0,0.0,0.0,,0,0.0,
SEMPRE VALE LIMEIRA 10,SEMPRE VALE,SP,LIMEIRA,0.0,0.0,0.0,0.0,,0,0.0,
FORTE MIX LJ 04,FORTE MIX,SP,CASA BRANCA,0.0,0.0,0.0,0.0,,0,0.0,
LAVIDA BOQUEIRAO LJ02,LAVIDA,SP,SANTOS,0.0,0.0,0.0,0.0,,0,0.0,
FORTE MIX LJ 02,FORTE MIX,SP,SAO JOAO DA BOA VISTA,0.0,0.0,0.0,0.0,,0,0.0,
RAPPI SP CARRAO,RAPPI,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
MIX VALI SAO MARCOS,FRUTTIMIX,SP,VALINHOS,0.0,0.0,0.0,0.0,,0,0.0,
EMPORIO LABARCA,LABARCA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
MIX VALI PARAISO,FRUTTIMIX,SP,VALINHOS,0.0,0.0,0.0,0.0,,0,0.0,
ST MARCHE SP SANTOS,ST MARCHE,SP,SANTOS,0.0,0.0,0.0,0.0,,0,0.0,
MIX VALI JAGUARIUNA,FRUTTIMIX,SP,JAGUARIUNA,0.0,0.0,0.0,0.0,,0,0.0,
KRILL LJ 24 GUARUJA,KRILL,SP,GUARUJA,0.0,0.0,0.0,0.0,,0,0.0,
FLEX VINHEDO,FRUTTIMIX,SP,VINHEDO,0.0,0.0,0.0,0.0,,0,0.0,
RAPPI SP BROOKLIN,RAPPI,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
FLEX ITATIBA,FRUTTIMIX,SP,ITATIBA,0.0,0.0,0.0,0.0,,0,0.0,
KALIMERA LOJA 03,KALIMERA,SP,JUNDIAI,0.0,0.0,0.0,0.0,,0,0.0,
BONFLEX STP,FRUTTIMIX,SP,SANTO ANTONIO DE POSSE,0.0,0.0,0.0,0.0,,0,0.0,
EMPORIO CPS SANTA RITA,VAREJO,SP,CAMPINAS,6081.54000000001,0.0,1675.0,0.0,,0,-6081.54000000001,-1.0
RAPPI SP VILA MADALENA,RAPPI,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
SEMPRE VALE LIMEIRA 01,SEMPRE VALE,SP,LIMEIRA,81.36000000000001,0.0,31.0,0.0,,0,-81.36000000000001,-1.0
ASP SEMPRE FACIL,FRUTTIMIX,SP,VINHEDO,0.0,0.0,0.0,0.0,,0,0.0,
ST MARCHE SP SANTANA,ST MARCHE,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
GOOD BOM MOGI GUACU,GOOD BOM,SP,MOGI GUACU,0.0,0.0,0.0,0.0,,0,0.0,
MERCADAO HORTICENTER RC CENTRO,M.HORTICENTER,SP,RIO CLARO,0.0,0.0,0.0,0.0,,0,0.0,
GOOD BOM LJ 11,GOOD BOM,SP,MONTE MOR,0.0,0.0,0.0,0.0,,0,0.0,
PAGUE MENOS LOJA 38,PAGUE MENOS,SP,VALINHOS,0.0,0.0,0.0,0.0,,0,0.0,
GOOD BOM LJ 08,GOOD BOM,SP,SUMARE,0.0,0.0,0.0,0.0,,0,0.0,
PADARIA SAO BENTO,MERCADINHO CASA SAO BENTO,SP,GUARULHOS,0.0,0.0,0.0,0.0,,0,0.0,
GOOD BOM HORTOLANDIA 04,GOOD BOM,SP,HORTOLANDIA,0.0,0.0,0.0,0.0,,0,0.0,
RAPPI SP VILA BERTIOGA,RAPPI,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
GEMMA SUPERMERCADOS SP,GEMMA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
MERCADO CACIMBA BARAO GERALDO,M. CACIMBA,SP,CAMPINAS,0.0,0.0,0.0,0.0,,0,0.0,
GALASSI CPS 04,GALASSI,SP,CAMPINAS,0.0,0.0,0.0,0.0,,0,0.0,
EMPORIO ALPINO,VAREJO,SP,CAMPINAS,12346.839999999997,0.0,3214.0,0.0,,0,-12346.839999999997,-1.0
GALASSI CPS 02,GALASSI,SP,CAMPINAS,0.0,0.0,0.0,0.0,,0,0.0,
LOPES TATUAPE 01,LOPES,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
MIX VALI VINHEDO,FRUTTIMIX,SP,VINHEDO,0.0,0.0,0.0,0.0,,0,0.0,
RAPPI SP SANTO AMARO,RAPPI,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
EXTRA MERCADO CAMPO BELO 1703,GPA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
LOPES ITAQUERA 05,LOPES,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
EXTRA MERCADO AEROPORTO 1762,GPA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
ASSAI 154 CPS CENTRO,ASSAI,SP,CAMPINAS,0.0,0.0,0.0,0.0,,0,0.0,
EXTRA JAGUARE 1357,GPA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
LOPES AUGUSTA 04,LOPES,SP,GUARULHOS,0.0,0.0,0.0,0.0,,0,0.0,
EXTRA CPS JUNDIAI 1374,GPA,SP,JUNDIAI,0.0,0.0,0.0,0.0,,0,0.0,
BARBOSA LJ 39 JD BELEM,BARBOSA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
EXTRA CPS ABOLICAO 1305,GPA,SP,CAMPINAS,1532.339999999999,0.0,469.0,0.0,,0,-1532.339999999999,-1.0
RAPPI SP SACOMA,RAPPI,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
CD 5457 PAO DE ACUCAR SP,GPA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
BOA VARZEA PAULISTA 08,BOA,SP,VARZEA PAULISTA,47994.02000000006,0.0,15685.0,0.0,,0,-47994.02000000006,-1.0
GOOD BOM SUMARE BORDON,GOOD BOM,SP,SUMARE,0.0,0.0,0.0,0.0,,0,0.0,
ST MARCHE SP HIGIENOPOLIS 20,ST MARCHE,SP,SAO PAULO,365.83,0.0,91.0,0.0,,0,-365.83,-1.0
GOOD BOM REBOUCAS SUMARE 01,GOOD BOM,SP,SUMARE,0.0,0.0,0.0,0.0,,0,0.0,
SUPERMERCADO SOLAR,SOLAR,SP,OSASCO,0.0,0.0,0.0,0.0,,0,0.0,
EXTRA MERCADO JD ANGELA 1814,GPA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
RAPPI SP PINHEIROS,RAPPI,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
EXTRA MERCADO ITAQUERA M 1377,GPA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
SUPERMERCADO VIOLETA LJ 07,VIOLETA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
EXTRA MERCADO GUILHERMINA 1753,GPA,SP,PRAIA GRANDE,0.0,0.0,0.0,0.0,,0,0.0,
RAPPI SP PENHA,RAPPI,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
EXTRA MERCADO G V C II 5682,GPA,SP,GUARUJA,0.0,0.0,0.0,0.0,,0,0.0,
SUPERMERCADO ESTRELA ARARAQUAR,SUP. ESTRELA,SP,ARARAQUARA,0.0,0.0,0.0,0.0,,0,0.0,
EXTRA MERCADO G ENSEADA 1875,GPA,SP,GUARUJA,0.0,0.0,0.0,0.0,,0,0.0,
MAMBO - VILA BUARQUE,MAMBO,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
EXTRA MERCADO G A BARROS 5679,GPA,SP,GUARUJA,0.0,0.0,0.0,0.0,,0,0.0,
COMERCIAL VERDE NUTRI CAMPINAS,VAREJO,SP,CAMPINAS,5014.28,0.0,1309.0,0.0,,0,-5014.28,-1.0
EXTRA MERCADO CUPECE 1786,GPA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
MAMBO - LOJA ALPHAVILLE 2,MAMBO,SP,SANTANA DE PARNAIBA,0.0,0.0,0.0,0.0,,0,0.0,
EXTRA MERCADO CARAPICUIBA 597,GPA,SP,CARAPICUIBA,0.0,0.0,0.0,0.0,,0,0.0,
RAPPI SP OSCAR FREIRE,RAPPI,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
EXTRA MERCADO SANTO N.S F 1745,GPA,SP,SANTOS,0.0,0.0,0.0,0.0,,0,0.0,
GIGA SP CASTELO BRANCO,MAMBO,SP,SAO PAULO,3198.8799999999987,0.0,901.0,0.0,,0,-3198.8799999999987,-1.0
EXTRA MERCADO S. P. LESSA 1747,GPA,SP,SANTOS,0.0,0.0,0.0,0.0,,0,0.0,
CABRAL SUPERMERCADO 02,CABRAL,SP,SAO JOSE DO RIO PRETO,0.0,0.0,0.0,0.0,,0,0.0,
EXTRA MERCADO S. A. PENA 1750,GPA,SP,SANTOS,0.0,0.0,0.0,0.0,,0,0.0,
GIGA SP ALPHAVILLE,MAMBO,SP,BARUERI,91986.33000000035,0.0,28125.0,0.0,,0,-91986.33000000035,-1.0
EXTRA MERCADO S B CAMPOS 1742,GPA,SP,SANTOS,0.0,0.0,0.0,0.0,,0,0.0,
BENAFRUTI – MADRID VL BUARQUE,BENAFRUTI,SP,JUNDIAI,0.0,0.0,0.0,0.0,,0,0.0,
EXTRA MERCADO PRAIA GRANDE 69,GPA,SP,PRAIA GRANDE,0.0,0.0,0.0,0.0,,0,0.0,
MAKIM HOLAMBRA,MAKIM,SP,HOLAMBRA,0.0,0.0,0.0,0.0,,0,0.0,
EXTRA MERCADO P G CAICARA 1776,GPA,SP,PRAIA GRANDE,0.0,0.0,0.0,0.0,,0,0.0,
BENAFRUTI – MADRID HIGIENOPOLI,BENAFRUTI,SP,JUNDIAI,0.0,0.0,0.0,0.0,,0,0.0,
EXTRA MERCADO MONTE MOR 5735,GPA,SP,MONTE MOR,0.0,0.0,0.0,0.0,,0,0.0,
FONSECA 09 SJBV,MARINO,SP,SAO JOAO DA BOA VISTA,0.0,0.0,0.0,0.0,,0,0.0,
EXTRA MERCADO LEME 5659,GPA,SP,LEME,0.0,0.0,0.0,0.0,,0,0.0,
ROFATTO SUP. MOGI GUACU LJ04,ROFATTO,SP,MOGI GUACU,0.0,0.0,0.0,0.0,,0,0.0,
SUPER SAUDAVEL SP MORUMBI,MAMBO,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
ROFATTO SUP. MOGI GUACU LJ01,ROFATTO,SP,MOGI GUACU,0.0,0.0,0.0,0.0,,0,0.0,
EXTRA SC CENTRO 2460,GPA,SP,SAO CARLOS,0.0,0.0,0.0,0.0,,0,0.0,
CENOURAO RP 08,CENOURAO,SP,RIBEIRAO PRETO,0.0,0.0,0.0,0.0,,0,0.0,
EXTRA SAO CAETANO 1315,GPA,SP,SAO CAETANO DO SUL,0.0,0.0,0.0,0.0,,0,0.0,
SUPERMERCADO X LJ17 GUARULHOS,SUP X,SP,GUARULHOS,0.0,0.0,0.0,0.0,,0,0.0,
EXTRA RIB CENTRO 0035,GPA,SP,RIBEIRAO PRETO,0.0,0.0,0.0,0.0,,0,0.0,
BENAFRUTI - JUNDIAI,BENAFRUTI,SP,JUNDIAI,0.0,0.0,0.0,0.0,,0,0.0,
MAMBO SP SANTA CECILIA,MAMBO,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
ROFATTO SUP. A LINDOIA LJ03,ROFATTO,SP,AGUAS DE LINDOIA,0.0,0.0,0.0,0.0,,0,0.0,
EXTRA MERCADO VILA TUPY 697,GPA,SP,PRAIA GRANDE,0.0,0.0,0.0,0.0,,0,0.0,
CARREFOUR PIRACICABA PIR,CARREFOUR,SP,PIRACICABA,0.0,0.0,0.0,0.0,,0,0.0,
EXTRA MERCADO SOROCABA 5698,GPA,SP,SOROCABA,0.0,0.0,0.0,0.0,,0,0.0,
MAMBO SANTANA SP,MAMBO,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
EXTRA MERCADO SANTOS P 692,GPA,SP,SANTOS,0.0,0.0,0.0,0.0,,0,0.0,
PA GUARUJA JEQUETIMAR 2432,GPA,SP,GUARUJA,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO ANTONIO-BROOKLIN 5420,GPA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
REMARO SUPERMERCADO,REMARO,SP,INDAIATUBA,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO ANASTACIO PIRITUBA 2107,GPA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
CARREFOUR SP ITAIM BIBI MIB,CARREFOUR,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO ALEGRE SCS 5034,GPA,SP,SAO CAETANO DO SUL,0.0,0.0,0.0,0.0,,0,0.0,
SUPERMERCADO X LJ16 BRIGADEIRO,SUP X,SP,GUARULHOS,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO ALAMEDA RIBEIRAO 5132,GPA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
