category,price_2024,price_2025,price_growth_pct
IN NATURA,2.7662215845859497,2.663246783587235,-0.037225796216946216
GOURMET,4.220571048547936,4.110988195884489,-0.02596398719579629
COUVE,3.144350129732965,3.109196477789596,-0.011179941957149109
SALADAS,4.15856391701327,4.17881861890715,0.004870600115346457
LEGUMES,4.347441980766218,4.368736808615158,0.004898243137723579
VERSATIL,2.691554607937325,2.7401643893206797,0.0180601133783449
TEMPEROS,2.2472125185422707,2.3278128012567065,0.03586678253586806
SALADA COMPLETA,,,
