network,growth_abs,growth_pct
PAGUE MENOS,-320461.4800000136,-0.805016976470087
VAREJO,-71024.35000000003,-0.6495198858700129
DB,-69176.91000000044,-0.5934382256656956
H.FARTURA,-40090.26999998145,-0.0918705008191473
ST MARCHE,1321707.8700001084,8.094095179305935
OBA,602436.3699997514,0.270736042411982
DALBEN,516836.7200000082,14.857743761226107
GPA,363799.3900024593,0.0557332838696227
SAVEGNAGO,336263.1500000881,0.266288826639554
